speaker,date,mp_id,gender,constituency_name,constituency_id,backbencher,surname,ONS ID,Valid votes,Majority,vulnerability
Patrick Grady,2017-06-21,4432,M,Glasgow North,1205,False,Grady,S14000031,33473,1060,3.166731395453052
Ruth Cadbury,2017-06-21,4389,F,Brentford and Isleworth,3360,False,Cadbury,E14000593,61629,12182,19.766668289279398
Kevin Foster,2017-06-21,4451,M,Torbay,3807,True,Foster,E14000999,51174,14283,27.910657755891666
Rachael Maskell,2017-06-21,4471,F,York Central,3876,True,Maskell,E14001061,53088,18575,34.98907474382158
Chris Stephens,2017-06-21,4463,M,Glasgow South West,1209,False,Stephens,S14000035,35378,60,0.16959692464243314
Damian Hinds,2017-06-21,3969,M,East Hampshire,3462,False,Hinds,E14000680,55408,25852,46.65752237943979
Iain Duncan Smith,2017-06-22,152,M,Chingford and Woodford Green,3410,True,Smith,E14000634,46961,2438,5.191541917761547
Theresa Villiers,2017-06-22,1500,F,Chipping Barnet,3412,True,Villiers,E14000636,55423,353,0.6369196903812496
Emma Dent Coad,2017-06-22,4683,F,Kensington,3555,True,Coad,E14000768,38677,20,0.05171031879411536
Zac Goldsmith,2017-06-22,4062,M,Richmond Park,3699,True,Goldsmith,E14000896,63330,45,0.07105637138796779
Harriet Harman,2017-06-22,150,F,Camberwell and Peckham,3384,True,Harman,E14000615,57412,37316,64.99686476694768
Richard Bacon,2017-06-22,1451,M,South Norfolk,3746,True,Bacon,E14000941,61111,16678,27.291322347858816
Jim Fitzpatrick,2017-06-22,197,M,Poplar and Limehouse,3683,True,Fitzpatrick,E14000882,58814,27712,47.11803312136566
David Lammy,2017-06-22,206,M,Tottenham,3811,True,Lammy,E14001002,49339,34584,70.09465129005451
Geoffrey Clifton-Brown,2017-06-22,249,M,The Cotswolds,3799,True,Clifton-Brown,E14000991,59702,25499,42.710461961073335
Hilary Benn,2017-06-22,413,M,Leeds Central,3565,True,Benn,E14000777,47673,23698,49.70947916011159
Yvette Cooper,2017-06-22,420,F,"Normanton, Pontefract and Castleford",3633,True,Cooper,E14000836,49191,14499,29.47490394584375
James Cleverly,2017-06-22,4366,M,Braintree,3356,True,Cleverly,E14000590,52326,18422,35.20620723923098
Fiona Onasanya,2017-06-22,4629,F,Peterborough,3678,True,Onasanya,E14000878,47738,607,1.2715237337131844
Chris Philp,2017-06-22,4503,M,Croydon South,3434,True,Philp,E14000656,61257,11406,18.61991282628924
Liz Saville Roberts,2017-06-22,4521,F,Dwyfor Meirionnydd,3454,False,Roberts,W07000061,30348,4850,15.98128377487808
Richard Drax,2017-06-22,4132,M,South Dorset,3740,True,Drax,E14000936,51906,11695,22.531113936731785
Angela Eagle,2017-06-22,491,F,Wallasey,3822,True,Eagle,E14001010,48353,23320,48.228651789961326
Maria Eagle,2017-06-22,483,F,Garston and Halewood,3493,True,Eagle,E14000708,53522,32149,60.06688838234745
Bernard Jenkin,2017-06-22,40,M,Harwich and North Essex,3520,True,Jenkin,E14000734,51141,14356,28.071410414344655
Robert Courts,2017-06-22,4589,M,Witney,3859,True,Courts,E14001046,60927,21241,34.86303280975594
Rebecca Pow,2017-06-22,4522,F,Taunton Deane,3796,True,Pow,E14000988,63053,15887,25.196263460897978
Jeremy Lefroy,2017-06-22,4109,M,Stafford,3770,True,Lefroy,E14000965,51924,7729,14.885216855404051
Tom Pursglove,2017-06-22,4369,M,Corby,3426,True,Pursglove,E14000648,59997,2690,4.483557511208894
Alison McGovern,2017-06-22,4083,F,Wirral South,3856,True,McGovern,E14001043,45195,8323,18.415753955083527
Vicky Foxcroft,2017-06-22,4491,F,"Lewisham, Deptford",3577,False,Foxcroft,E14000789,55112,34899,63.323777035854256
Helen Whately,2017-06-22,4527,F,Faversham and Mid Kent,3483,True,Whately,E14000700,49749,17413,35.001708577056824
Philippa Whitford,2017-06-22,4385,F,Central Ayrshire,614,False,Whitford,S14000010,45087,1267,2.810122651762149
Anneliese Dodds,2017-06-22,4657,F,Oxford East,3673,True,Dodds,E14000873,53896,23284,43.2017218346445
Rushanara Ali,2017-06-22,4138,F,Bethnal Green and Bow,3320,True,Ali,E14000555,59825,35393,59.160885917258675
John Howell,2017-06-22,1606,M,Henley,3528,True,Howell,E14000742,57099,22294,39.0444666281371
Jack Dromey,2017-06-22,3913,M,"Birmingham, Erdington",3326,False,Dromey,E14000561,37217,7285,19.57438804847247
Thangam Debbonaire,2017-06-22,4433,F,Bristol West,3370,False,Debbonaire,E14000602,71608,37336,52.139425762484635
Richard Graham,2017-06-22,3990,M,Gloucester,3497,True,Graham,E14000712,54071,5520,10.208799541343788
Clive Efford,2017-06-22,165,M,Eltham,3473,True,Efford,E14000690,46155,6296,13.64099230852562
Chris Williamson,2017-06-22,3976,M,Derby North,3442,True,Williamson,E14000662,48672,2015,4.139957264957265
Kerry McCarthy,2017-06-22,1491,F,Bristol East,3367,True,McCarthy,E14000599,50799,13394,26.366660761038602
Diana Johnson,2017-06-22,1533,F,Kingston upon Hull North,3559,True,Johnson,E14000772,37122,14322,38.580895425893004
Margaret Greenwood,2017-06-22,4400,F,Wirral West,3857,False,Greenwood,E14001044,43951,5365,12.206775727514731
Matt Western,2017-06-22,4617,M,Warwick and Leamington,3831,True,Western,E14001019,54055,1206,2.2310609564332626
Nick Thomas-Symonds,2017-06-22,4479,M,Torfaen,3808,False,Thomas-Symonds,W07000053,38429,10240,26.64654297535715
Kate Green,2017-06-22,4120,F,Stretford and Urmston,3785,True,Green,E14000979,50191,19705,39.26002669801359
Liz McInnes,2017-06-22,4342,F,Heywood and Middleton,3533,False,McInnes,E14000747,49865,7617,15.275243156522611
Amber Rudd,2017-06-22,3983,F,Hastings and Rye,3521,False,Rudd,E14000735,54766,346,0.6317788408866815
Diane Abbott,2017-06-22,172,F,Hackney North and Stoke Newington,3506,False,Abbott,E14000720,56298,35139,62.41607161888522
Antoinette Sandbach,2017-06-22,4506,F,Eddisbury,3469,True,Sandbach,E14000686,51319,11942,23.270133868547713
Margaret Hodge,2017-06-22,140,F,Barking,3301,True,Hodge,E14000540,47679,21608,45.31974244426267
Edward Davey,2017-06-22,188,M,Kingston and Surbiton,3557,False,Davey,E14000770,62178,4124,6.632571005821995
Shailesh Vara,2017-06-22,1496,M,North West Cambridgeshire,3654,True,Vara,E14000855,63991,18008,28.141457392445812
Neil Coyle,2017-06-22,4368,M,Bermondsey and Old Southwark,3318,True,Coyle,E14000553,58521,12972,22.166401804480444
Robert Jenrick,2017-06-22,4320,M,Newark,3623,True,Jenrick,E14000829,55042,18149,32.973002434504565
Barry Sheerman,2017-06-22,411,M,Huddersfield,3542,True,Sheerman,E14000756,43834,12005,27.387416160970936
Tony Lloyd,2017-06-22,450,M,Rochdale,3700,True,Lloyd,E14000897,50044,14819,29.611941491487492
Tracy Brabin,2017-06-22,4588,F,Batley and Spen,3309,True,Brabin,E14000548,53780,8961,16.662328002975084
Paula Sherriff,2017-06-22,4426,F,Dewsbury,3446,False,Sherriff,E14000666,56545,3321,5.873198337607215
Mike Gapes,2017-06-22,184,M,Ilford South,3546,True,Gapes,E14000760,57657,31647,54.88839169571777
Stephen Doughty,2017-06-22,4264,M,Cardiff South and Penarth,3391,True,Doughty,W07000080,50736,14864,29.296751813308102
Holly Lynch,2017-06-22,4472,F,Halifax,3509,True,Lynch,E14000723,48276,5376,11.135968182948048
Marie Rimmer,2017-06-22,4457,F,St Helens South and Whiston,3768,False,Rimmer,E14000963,52886,24343,46.02919487198881
Andrea Leadsom,2017-06-22,4117,F,South Northamptonshire,3747,False,Leadsom,E14000942,64998,22840,35.1395427551617
Valerie Vaz,2017-06-22,4076,F,Walsall South,3824,False,Vaz,E14001012,44072,8892,20.17607551279724
Amanda Milling,2017-06-22,4454,F,Cannock Chase,3387,True,Milling,E14000618,47872,8391,17.52799131016043
Pete Wishart,2017-06-22,1440,M,Perth and North Perthshire,2316,False,Wishart,S14000054,51525,21,0.040756914119359534
Ian Mearns,2017-06-22,4000,M,Gateshead,3494,True,Mearns,E14000709,42103,17350,41.20846495499133
Steve McCabe,2017-06-22,298,M,"Birmingham, Selly Oak",3332,True,McCabe,E14000567,48985,15207,31.044197203225476
Anna McMorrin,2017-06-22,4632,F,Cardiff North,3390,True,McMorrin,W07000051,52022,4174,8.023528507170044
Siobhain McDonagh,2017-06-22,193,F,Mitcham and Morden,3614,True,McDonagh,E14000823,48118,21375,44.42204580406501
Marsha De Cordova,2017-06-22,4676,F,Battersea,3310,True,Cordova,E14000549,55058,2416,4.388099822005884
David Linden,2017-06-22,4640,M,Glasgow East,1204,False,Linden,S14000030,36166,75,0.20737709450865455
Martyn Day,2017-06-22,4488,M,Linlithgow and East Falkirk,1782,True,Day,S14000043,56094,2919,5.203765108567762
Jon Ashworth,2011-06-08,4244,M,Leicester South,3571,True,Ashworth,E14000783,50517,26261,51.98448047192035
Sajid Javid,2017-06-22,3945,M,Bromsgrove,3373,False,Javid,E14000605,54040,16573,30.668023686158403
Stephen Lloyd,2017-06-22,3968,M,Eastbourne,3467,False,Lloyd,E14000684,57420,1609,2.8021595262974572
John Healey,2017-06-22,400,M,Wentworth and Dearne,3840,False,Healey,E14001028,43947,14803,33.68375543268027
Angela Crawley,2017-06-22,4469,F,Lanark and Hamilton East,1678,False,Crawley,S14000042,50470,266,0.5270457697642164
John Lamont,2017-06-22,4608,M,"Berwickshire, Roxburgh and Selkirk",216,True,Lamont,S14000008,52367,11060,21.120171100120306
Leo Docherty,2017-06-22,4600,M,Aldershot,3289,True,Docherty,E14000530,48950,11473,23.43820224719101
Owen Paterson,2017-06-22,274,M,North Shropshire,3648,True,Paterson,E14000849,55599,16355,29.41599669058796
Bambos Charalambous,2017-06-22,4610,M,"Enfield, Southgate",3475,True,Charalambous,E14000692,48328,4355,9.011339182254593
Fiona Bruce,2017-06-22,3958,F,Congleton,3424,True,Bruce,E14000646,56231,12619,22.441357969803132
Simon Clarke,2017-06-22,4655,M,Middlesbrough South and East Cleveland,3611,True,Clarke,E14000820,47620,1020,2.141957160856783
Marion Fellows,2017-06-22,4440,F,Motherwell and Wishaw,2022,False,Fellows,S14000047,41926,318,0.7584792253017221
Bill Wiggin,2017-06-22,1428,M,North Herefordshire,3646,True,Wiggin,E14000847,50177,21602,43.05159734539729
Debbie Abrahams,2017-06-22,4212,F,Oldham East and Saddleworth,3670,False,Abrahams,E14000870,47037,8182,17.394816846312477
David Gauke,2017-06-22,1529,M,South West Hertfordshire,3756,False,Gauke,E14000951,60653,19550,32.23253590094472
Alex Cunningham,2017-06-22,4122,M,Stockton North,3775,False,Cunningham,E14000970,42731,8715,20.39502936977838
Charlie Elphicke,2017-06-22,3971,M,Dover,3450,True,Elphicke,E14000670,51966,6437,12.386945310395259
Philip Dunne,2017-06-22,1542,M,Ludlow,3588,False,Dunne,E14000799,49970,19286,38.59515709425656
Ann Clwyd,2017-06-26,553,F,Cynon Valley,3435,True,Clwyd,W07000070,31802,13238,41.62631281051506
John Whittingdale,2017-06-26,39,M,Maldon,3595,True,Whittingdale,E14000806,50202,23430,46.67144735269511
Desmond Swayne,2017-06-26,55,M,New Forest West,3622,True,Swayne,E14000828,49627,23431,47.214218066778166
Stephen Crabb,2017-06-26,1554,M,Preseli Pembrokeshire,3686,True,Crabb,W07000065,42197,314,0.7441287295305353
Caroline Flint,2017-06-26,389,F,Don Valley,3447,True,Flint,E14000667,45988,5169,11.23988866660868
Mark Harper,2017-06-26,1520,M,Forest of Dean,3489,True,Harper,E14000705,51767,9502,18.35532288909923
Ben Bradshaw,2017-06-26,230,M,Exeter,3481,True,Bradshaw,E14000698,55423,16117,29.079984843837398
Louise Ellman,2017-06-26,484,F,"Liverpool, Riverside",3581,True,Ellman,E14000793,48020,35947,74.85839233652645
Stephen Twigg,2017-06-26,167,M,"Liverpool, West Derby",3584,True,Twigg,E14000796,45163,32908,72.86495582667227
Andrew Selous,2017-06-26,1453,M,South West Bedfordshire,3754,True,Selous,E14000949,55635,14168,25.46598364338995
William Wragg,2017-06-26,4429,M,Hazel Grove,3524,True,Wragg,E14000738,44132,5514,12.494335176289315
Chuka Umunna,2017-06-26,4128,M,Streatham,3784,True,Umunna,E14000978,55795,26285,47.10995608925531
Nusrat Ghani,2017-06-26,4460,F,Wealden,3835,True,Ghani,E14001023,60464,23628,39.077798359354325
Peter Bone,2017-06-26,1581,M,Wellingborough,3837,True,Bone,E14001025,53240,12460,23.40345604808415
Stella Creasy,2017-06-26,4088,F,Walthamstow,3825,True,Creasy,E14001013,48143,32017,66.50395696155205
Chris Bryant,2017-06-26,1446,M,Rhondda,3696,True,Bryant,W07000052,32936,13746,41.7354870051008
Liam Byrne,2017-06-26,1171,M,"Birmingham, Hodge Hill",3328,True,Byrne,E14000563,46394,31026,66.8750269431392
Craig Mackinlay,2017-06-26,4529,M,South Thanet,3753,True,Mackinlay,E14000948,49753,6387,12.837416839185579
Tim Loughton,2017-06-26,114,M,East Worthing and Shoreham,3465,True,Loughton,E14000682,53117,5106,9.612741683453509
David Hanson,2017-06-26,533,M,Delyn,3440,True,Hanson,W07000042,39418,4240,10.75650717946116
Henry Smith,2017-06-26,3960,M,Crawley,3430,True,Smith,E14000652,50273,2457,4.8873152586875666
Ian Murray,2017-06-26,3966,M,Edinburgh South,1047,True,Murray,S14000024,47840,15514,32.42892976588629
Matt Warman,2017-06-26,4361,M,Boston and Skegness,3348,True,Warman,E14000582,42879,16572,38.64828937242007
Lloyd Russell-Moyle,2017-06-26,4615,M,"Brighton, Kemptown",3365,True,Russell-Moyle,E14000597,49207,9868,20.054057349564086
Michael Tomlinson,2017-06-26,4497,M,Mid Dorset and North Poole,3605,True,Tomlinson,E14000815,48254,15339,31.788038297343224
Steve Double,2017-06-26,4452,M,St Austell and Newquay,3766,True,Double,E14000961,54212,11142,20.55264517081089
Daniel Zeichner,2017-06-26,4382,M,Cambridge,3386,False,Zeichner,E14000617,55934,12661,22.63560625022348
Angela Smith,2017-06-26,1564,F,Penistone and Stocksbridge,3676,True,Smith,E14000876,49787,1322,2.6553116275332918
Paul J Sweeney,2017-06-26,4642,M,Glasgow North East,1206,True,Sweeney,S14000032,31775,242,0.7616050354051928
Peter Grant,2017-06-26,4466,M,Glenrothes,1274,False,Grant,S14000036,40399,3267,8.086833832520608
Susan Elan Jones,2017-06-26,3956,F,Clwyd South,3420,True,Jones,W07000062,37474,4356,11.624059347814484
Damian Green,2017-06-26,76,M,Ashford,3297,False,Green,E14000536,59879,17478,29.188864209489136
Emily Thornberry,2017-06-26,1536,F,Islington South and Finsbury,3550,False,Thornberry,E14000764,48049,20263,42.17153322649795
Jeremy Quin,2017-06-26,4507,M,Horsham,3539,True,Quin,E14000753,61987,23484,37.88536305999645
Alistair Carmichael,2017-06-26,1442,M,Orkney and Shetland,2256,False,Carmichael,S14000051,23277,4563,19.60304162907591
James Duddridge,2017-06-26,1559,M,Rochford and Southend East,3702,True,Duddridge,E14000899,47248,5548,11.742295970199796
Paul Flynn,2017-06-26,545,M,Newport West,3630,True,Flynn,W07000056,43438,5658,13.02546157742069
Ronnie Campbell,2017-06-26,514,M,Blyth Valley,3341,True,Campbell,E14000575,42490,7915,18.627912449988234
Bob Stewart,2017-06-26,3919,M,Beckenham,3312,True,Stewart,E14000551,51630,15087,29.221382916908773
Andrew Bowie,2018-06-06,4601,M,West Aberdeenshire and Kincardine,3096,True,Bowie,S14000058,51625,7950,15.39951573849879
Nigel Mills,2017-06-26,4136,M,Amber Valley,3293,True,Mills,E14000533,45811,8300,18.117919277029536
Gavin Robinson,2017-06-26,4360,M,Belfast East,3314,False,Robinson,N06000001,42890,8474,19.757519235252975
Chi Onwurah,2017-06-26,4124,F,Newcastle upon Tyne Central,3625,False,Onwurah,E14000831,37094,14937,40.26796786542298
Stephen Kerr,2017-06-26,4604,M,Stirling,2784,True,Kerr,S14000057,49356,148,0.299862225463976
Tulip Siddiq,2017-06-26,4518,F,Hampstead and Kilburn,3513,True,Siddiq,E14000727,58407,15560,26.64064238875477
Geoffrey Robinson,2017-06-26,307,M,Coventry North West,3428,True,Robinson,E14000650,49849,8580,17.211980180144035
Sarah Jones,2017-06-26,4631,F,Croydon Central,3432,True,Jones,E14000654,57091,5652,9.899984235693893
Clive Betts,2017-06-26,394,M,Sheffield South East,3723,True,Betts,E14000920,43596,11798,27.06211579043949
Chris Ruane,2017-06-26,534,M,Vale of Clwyd,3818,True,Ruane,W07000060,38684,2379,6.149829386826595
Jess Phillips,2017-06-26,4370,F,"Birmingham, Yardley",3333,True,Phillips,E14000568,44502,16574,37.243269965394816
Helen Hayes,2017-06-26,4510,F,Dulwich and West Norwood,3453,True,Hayes,E14000673,56143,28156,50.15050852287908
Rupa Huq,2017-06-26,4511,F,Ealing Central and Acton,3455,True,Huq,E14000674,55342,13807,24.948502041848865
Lilian Greenwood,2017-06-26,4029,F,Nottingham South,3666,True,Greenwood,E14000867,48129,15162,31.502836127906253
Julie Elliott,2017-06-26,4127,F,Sunderland Central,3788,True,Elliott,E14000982,45111,9997,22.16089202190153
Andrew Gwynne,2017-06-26,1506,M,Denton and Reddish,3441,False,Gwynne,E14000661,39599,14077,35.54887749690649
Christine Jardine,2017-06-26,4634,F,Edinburgh West,1054,False,Jardine,S14000026,52795,2988,5.659626858604034
Graham Stringer,2017-06-26,449,M,Blackley and Broughton,3336,True,Stringer,E14000571,40113,19601,48.86445790641438
Mark Hendrick,2017-06-26,473,M,Preston,3687,True,Hendrick,E14000885,35597,15723,44.16945248195073
Keir Starmer,2017-06-26,4514,M,Holborn and St Pancras,3536,False,Starmer,E14000750,58997,30509,51.712798955879116
Suella Fernandes,2017-06-26,4475,F,Fareham,3482,True,Fernandes,E14000699,57014,21555,37.80650366576631
Mark Garnier,2017-06-26,4074,M,Wyre Forest,3872,False,Garnier,E14001058,51129,13334,26.079133172954684
Stephen Gethins,2017-06-26,4434,M,North East Fife,2135,False,Gethins,S14000049,41822,2,0.00478217206255081
Andrew Rosindell,2017-06-26,1447,M,Romford,3703,True,Rosindell,E14000900,49944,13778,27.586897325004006
Darren Jones,2017-06-26,4621,M,Bristol North West,3368,True,Jones,E14000600,54096,4761,8.801020408163266
Caroline Johnson,2017-06-26,4592,F,Sleaford and North Hykeham,3732,True,Johnson,E14000929,65797,25237,38.35585209052084
Ben Bradley,2017-06-26,4663,M,Mansfield,3599,True,Bradley,E14000810,50157,1057,2.1073828179516316
Chris Green,2017-06-26,4398,M,Bolton West,3346,True,Green,E14000580,51054,936,1.833352920437184
Luke Pollard,2017-06-26,4682,M,"Plymouth, Sutton and Devonport",3680,True,Pollard,E14000880,51208,6807,13.292844867989375
Jo Swinson,2017-06-26,1513,F,East Dunbartonshire,965,False,Swinson,S14000018,51801,5339,10.306750834925966
Ronnie Cowan,2017-06-26,4465,M,Inverclyde,1555,True,Cowan,S14000038,39093,384,0.9822730412094237
Boris Johnson,2017-06-26,1423,M,Uxbridge and South Ruislip,3817,False,Johnson,E14001007,46694,5034,10.78082837195357
Alok Sharma,2017-06-26,4014,M,Reading West,3692,False,Sharma,E14000890,51766,2876,5.555770196654175
