speaker,date,mp_id,gender,constituency_name,constituency_id,backbencher,surname,ONS ID,Valid votes,Majority,vulnerability
Kirsty Blackman,2017-06-27,4357,F,Aberdeen North,14,False,Blackman,S14000001,36757,4139,11.260440188263459
Richard Harrington,2017-06-27,4068,M,Watford,3833,False,Harrington,E14001021,58610,2092,3.569356765057158
Jo Churchill,2017-06-27,4380,F,Bury St Edmunds,3381,True,Churchill,E14000613,62160,18441,29.666988416988417
Greg Clark,2017-06-27,1578,M,Tunbridge Wells,3813,False,Clark,E14001004,54209,16465,30.373185264439485
Robert Neill,2010-05-27,1601,M,Bromley and Chislehurst,3372,False,Neill,E14000604,46662,9590,20.552055205520553
Bill Esterson,2017-06-27,4061,M,Sefton Central,3719,False,Esterson,E14000916,52079,15618,29.989055089383438
Stuart C. McDonald,2015-06-08,4393,M,"Cumbernauld, Kilsyth and Kirkintilloch East",804,False,McDonald,S14000012,43833,4264,9.727830629890722
Margot James,2017-06-27,4115,F,Stourbridge,3781,False,James,E14000976,47135,7654,16.23846398642198
Claire Perry,2017-06-27,3974,F,Devizes,3445,False,Perry,E14000665,50593,21136,41.776530350048425
Gareth Johnson,2017-06-27,3970,M,Dartford,3438,True,Johnson,E14000659,54224,13186,24.317645323104163
Stephen Timms,2017-06-27,163,M,East Ham,3461,True,Timms,E14000679,56633,39883,70.42360461215192
Martin John Docherty,2015-06-02,4374,M,West Dunbartonshire,3117,True,Docherty,S14000059,44083,2288,5.190209377764671
Gareth Snell,2017-06-27,4595,M,Stoke-on-Trent Central,3777,True,Snell,E14000972,33145,3897,11.757429476542464
Gavin Newlands,2017-06-27,4420,M,Paisley and Renfrewshire North,2285,False,Newlands,S14000052,46615,2613,5.6054917944867535
Mark Pawsey,2017-06-27,4052,M,Rugby,3708,True,Pawsey,E14000905,51336,8212,15.996571606669782
Layla Moran,2017-06-27,4656,F,Oxford West and Abingdon,3674,False,Moran,E14000874,60020,816,1.3595468177274241
Joseph Johnson,2010-06-08,4039,M,Orpington,3672,True,Johnson,E14000872,50461,19461,38.56641762945641
Alex Norris,2017-06-27,4641,M,Nottingham North,3665,True,Norris,E14000866,38319,11160,29.123933296797933
Emma Hardy,2017-06-27,4645,F,Kingston upon Hull West and Hessle,3560,True,Hardy,E14000773,34565,8025,23.217127151743092
Rebecca Long Bailey,2017-06-27,4396,F,Salford and Eccles,3714,False,Bailey,E14000911,47619,19132,40.17724017724017
Martin Vickers,2017-06-27,3957,M,Cleethorpes,3419,True,Vickers,E14000643,47844,10400,21.737312933701194
Ruth George,2017-06-27,4662,F,High Peak,3534,True,George,E14000748,53853,2322,4.31173750765974
Paul Blomfield,2017-06-27,4058,M,Sheffield Central,3722,False,Blomfield,E14000919,47877,27748,57.95684775570733
Mike Amesbury,2017-06-27,4667,M,Weaver Vale,3836,True,Amesbury,E14001024,50613,3928,7.760851955031316
Alan Whitehead,2017-06-27,62,M,"Southampton, Test",3761,False,Whitehead,E14000956,46903,11503,24.52508368334648
Alan Mak,2017-06-27,4484,M,Havant,3522,True,Mak,E14000736,46314,15956,34.45178563717234
Kate Hollern,2017-06-27,4363,F,Blackburn,3335,False,Hollern,E14000570,47515,20368,42.866463222140375
Victoria Atkins,2017-06-27,4399,F,Louth and Horncastle,3587,True,Atkins,E14000798,52771,19641,37.21930605825169
Justin Tomlinson,2017-06-27,4105,M,North Swindon,3650,True,Tomlinson,E14000851,54911,8335,15.17910801114531
Ruth Smeeth,2017-06-27,4508,F,Stoke-on-Trent North,3778,True,Smeeth,E14000973,41786,2359,5.645431484229168
Luke Graham,2017-06-27,4622,M,Ochil and South Perthshire,2234,True,Graham,S14000050,54168,3359,6.201078127307635
John Spellar,2017-06-27,318,M,Warley,3828,True,Spellar,E14001016,40206,16483,40.99636870118888
Will Quince,2017-06-27,4423,M,Colchester,3422,True,Quince,E14000644,53545,5677,10.602297133252405
John Cryer,2017-06-27,181,M,Leyton and Wanstead,3578,True,Cryer,E14000790,46173,22607,48.9615143048968
Dennis Skinner,2017-06-27,325,M,Bolsover,3343,True,Skinner,E14000577,46519,5288,11.36739826737462
Jeremy Hunt,2017-06-27,1572,M,South West Surrey,3758,False,Hunt,E14000953,60432,21590,35.72610537463595
Sarah Wollaston,2017-06-27,4073,F,Totnes,3810,True,Wollaston,E14001001,50270,13477,26.809230157151383
Rosena Allin-Khan,2017-06-27,4573,F,Tooting,3806,False,Allin-Khan,E14000998,58171,15458,26.573378487562533
Bob Blackman,2017-06-27,4005,M,Harrow East,3517,True,Blackman,E14000731,50845,1757,3.455600354017111
Lisa Cameron,2017-06-27,4412,F,"East Kilbride, Strathaven and Lesmahagow",985,False,Cameron,S14000019,54102,3866,7.145761709363795
Helen Jones,2017-06-27,432,F,Warrington North,3829,True,Jones,E14001017,48517,9582,19.749778428179813
Justine Greening,2017-06-27,1555,F,Putney,3689,False,Greening,E14000887,46894,1554,3.313856783383802
Adrian Bailey,2017-06-27,320,M,West Bromwich West,3842,True,Bailey,E14001030,36094,4460,12.356624369701336
Trudy Harrison,2017-06-27,4593,F,Copeland,3425,True,Harrison,E14000647,42927,1695,3.948563840939269
Vernon Coaker,2017-06-27,360,M,Gedling,3495,True,Coaker,E14000710,51682,4694,9.082465848844858
Mary Creagh,2017-06-27,1579,F,Wakefield,3821,True,Creagh,E14001009,46284,2176,4.7014086941491655
Angela Rayner,2017-06-27,4356,F,Ashton-under-Lyne,3298,False,Rayner,E14000537,39773,11295,28.398662409172054
Lucy Frazer,2017-06-27,4517,F,South East Cambridgeshire,3742,True,Frazer,E14000937,63002,16158,25.646804863337675
Justin Madders,2017-06-27,4418,M,Ellesmere Port and Neston,3471,False,Madders,E14000688,50939,11390,22.360077740042012
Lucy Powell,2017-06-27,4263,F,Manchester Central,3596,True,Powell,E14000807,49720,31445,63.24416733708769
Keith Simpson,2017-06-27,126,M,Broadland,3371,True,Simpson,E14000603,55971,15816,28.25749048614461
Ross Thomson,2017-06-27,4599,M,Aberdeen South,20,True,Thomson,S14000002,44493,4752,10.680331737576697
Thelma Walker,2017-06-27,4649,F,Colne Valley,3423,True,Walker,E14000645,60420,915,1.5143992055610724
Edward Leigh,2017-06-27,345,M,Gainsborough,3492,True,Leigh,E14000707,51425,17023,33.10257656781721
Hugh Gaffney,2017-06-27,4614,M,"Coatbridge, Chryston and Bellshill",728,True,Gaffney,S14000011,45040,1586,3.5213143872113677
Mark Prisk,2017-06-27,1424,M,Hertford and Stortford,3530,True,Prisk,E14000744,59992,19035,31.729230564075213
Lesley Laird,2017-06-27,4660,F,Kirkcaldy and Cowdenbeath,1661,False,Laird,S14000041,46193,259,0.5606910137899682
Laura Pidcock,2017-06-27,4665,F,North West Durham,3655,True,Pidcock,E14000856,47902,8792,18.354139701891363
Emma Little Pengelly,2017-06-27,4611,F,Belfast South,3316,True,Pengelly,N06000003,43705,1996,4.566983182702208
Ranil Jayawardena,2017-06-27,4498,M,North East Hampshire,3643,True,Jayawardena,E14000844,57627,27772,48.192687455533
Damien Moore,2017-06-27,4669,M,Southport,3763,True,Moore,E14000958,47956,2914,6.076403369755609
Martin Whitfield,2017-06-27,4626,M,East Lothian,991,True,Whitfield,S14000020,55878,3083,5.51737714306167
Rory Stewart,2017-06-27,4137,M,Penrith and The Border,3677,False,Stewart,E14000877,46470,15910,34.23714224230687
Julie Cooper,2017-06-27,4405,F,Burnley,3377,False,Cooper,E14000609,40290,6353,15.768180689997518
Marcus Jones,2017-06-27,4024,M,Nuneaton,3667,False,Jones,E14000868,46067,4739,10.287190396596262
Peter Aldous,2017-06-27,4069,M,Waveney,3834,True,Aldous,E14001022,52674,9215,17.494399513991723
Jeff Smith,2017-06-28,4456,M,"Manchester, Withington",3598,False,Smith,E14000809,53602,29875,55.73486063952837
James Brokenshire,2017-06-28,1530,M,Old Bexley and Sidcup,3669,False,Brokenshire,E14000869,48042,15466,32.192664751675615
Laurence Robertson,2017-06-28,253,M,Tewkesbury,3798,True,Robertson,E14000990,59084,22574,38.20662108184957
Hugo Swire,2017-06-28,1408,M,East Devon,3460,True,Swire,E14000678,60382,8036,13.308601901228842
John Baron,2017-06-28,1390,M,Basildon and Billericay,3305,True,Baron,E14000544,44918,13400,29.832138563604794
Deidre Brock,2017-06-28,4417,F,Edinburgh North and Leith,1041,False,Brock,S14000023,56552,1625,2.8734615928702785
Andrew Murrison,2017-06-28,1466,M,South West Wiltshire,3759,True,Murrison,E14000954,54751,18326,33.47153476648828
Owen Smith,2017-06-28,4042,M,Pontypridd,3681,False,Smith,W07000075,39894,11448,28.69604451797263
Victoria Prentis,2017-06-28,4401,F,Banbury,3300,True,Prentis,E14000539,61562,12399,20.140671193268574
Sylvia Hermon,2010-09-14,1437,F,North Down,3638,True,Hermon,N06000013,39185,1208,3.0828123006252395
Sheryll Murray,2017-06-28,4100,F,South East Cornwall,3743,True,Murray,E14000938,53224,17443,32.772809258980914
Stephen Pound,2010-06-02,161,M,Ealing North,3456,False,Pound,E14000675,52516,19693,37.49904790920862
Chloe Smith,2017-06-28,1609,F,Norwich North,3662,False,Smith,E14000863,45895,507,1.1046955005991939
Gregory Campbell,2017-06-28,1409,M,East Londonderry,3463,False,Campbell,N06000006,41030,8842,21.550085303436507
Patricia Gibson,2017-06-28,4435,F,North Ayrshire and Arran,2104,False,Gibson,S14000048,47433,3633,7.659224590474986
Maria Caulfield,2017-06-28,4492,F,Lewes,3574,True,Caulfield,E14000786,54192,5508,10.16386182462356
Ian Lucas,2010-05-25,1470,M,Wrexham,3869,False,Lucas,W07000044,35092,1832,5.220563091302862
Jo Stevens,2017-06-28,4425,F,Cardiff Central,3389,True,Stevens,W07000050,40367,17196,42.59915277330493
Ian Austin,2017-06-28,1511,M,Dudley North,3451,True,Austin,E14000671,38910,22,0.05654073502955538
Marcus Fysh,2017-06-28,4446,M,Yeovil,3874,True,Fysh,E14001060,59404,14723,24.784526294525623
Philip Davies,2017-06-28,1565,M,Shipley,3728,True,Davies,E14000925,53395,4681,8.766738458657178
Lindsay Hoyle,2017-06-28,467,M,Chorley,3413,True,Hoyle,E14000637,55634,7512,13.502534421396986
Jonathan Edwards,2017-06-28,3943,M,Carmarthen East and Dinefwr,3394,False,Edwards,W07000067,41029,3908,9.524970143069536
Catherine West,2017-06-28,4523,F,Hornsey and Wood Green,3538,False,West,E14000752,62293,30738,49.34422808341226
Giles Watling,2017-06-28,4677,M,Clacton,3418,True,Watling,E14000642,44145,15828,35.85457016649677
John Woodcock,2017-06-28,3917,M,Barrow and Furness,3304,True,Woodcock,E14000543,47590,209,0.4391678924143727
Madeleine Moon,2017-06-28,1490,F,Bridgend,3362,True,Moon,W07000073,43255,4700,10.865795861750087
Nicholas Soames,2017-06-28,116,M,Mid Sussex,3607,True,Soames,E14000817,61632,19673,31.920106438213914
Gloria De Piero,2017-06-28,3915,F,Ashfield,3296,True,Piero,E14000535,49993,441,0.8821234972896206
Kevin Barron,2017-06-28,392,M,Rother Valley,3706,True,Barron,E14000903,49488,3882,7.844325897187197
Phil Wilson,2017-06-28,1603,M,Sedgefield,3718,True,Wilson,E14000915,41591,6059,14.568055588949532
Bim Afolami,2017-06-28,4639,M,Hitchin and Harpenden,3535,True,Afolami,E14000749,58783,12031,20.466801626320535
Paul Williams,2017-06-28,4666,M,Stockton South,3776,True,Williams,E14000971,53824,888,1.6498216409036859
Colin Clark,2017-06-28,4650,M,Gordon,1284,True,Clark,S14000037,53685,2607,4.85610505727857
Derek Twigg,2017-06-28,429,M,Halton,3511,True,Twigg,E14000725,49518,25405,51.304576113736424
Gill Furniss,2017-06-28,4571,F,"Sheffield, Brightside and Hillsborough",3724,False,Furniss,E14000921,41870,19143,45.72008598041557
Alex Burghart,2017-06-28,4613,M,Brentwood and Ongar,3361,True,Burghart,E14000594,52910,24002,45.36382536382536
Stephen Hepburn,2017-06-28,520,M,Jarrow,3552,True,Hepburn,E14000765,43023,17263,40.12504939218557
Derek Thomas,2017-06-28,4532,M,St Ives,3769,True,Thomas,E14000964,51226,312,0.60906570881974
Jackie Doyle-Price,2017-06-28,4065,F,Thurrock,3803,False,Doyle-Price,E14000995,50325,345,0.6855439642324889
Rosie Cooper,2017-06-28,1538,F,West Lancashire,3845,True,Cooper,E14001033,54389,11689,21.491478056224604
Virendra Sharma,2017-06-28,1604,M,"Ealing, Southall",3457,True,Sharma,E14000676,45145,22090,48.93122161922693
Yvonne Fovargue,2017-06-28,4034,F,Makerfield,3594,True,Fovargue,E14000805,46933,13542,28.853898110071803
John Grogan,2017-06-28,382,M,Keighley,3553,True,Grogan,E14000766,51714,239,0.4621572494875662
Paul Girvan,2017-06-28,4633,M,South Antrim,3736,True,Girvan,N06000014,43170,3208,7.431086402594395
Chris Elmore,2017-06-28,4572,M,Ogmore,3668,False,Elmore,W07000074,37204,13871,37.28362541662187
Gerald Jones,2017-06-28,4501,M,Merthyr Tydfil and Rhymney,3602,False,Jones,W07000071,33545,16334,48.69280071545685
Naz Shah,2017-06-28,4409,F,Bradford West,3355,True,Shah,E14000589,45528,21902,48.10665963802495
Tommy Sheppard,2017-06-28,4453,M,Edinburgh East,1035,False,Sheppard,S14000022,43523,3425,7.869402384945891
Douglas Chapman,2017-06-28,4402,M,Dunfermline and West Fife,929,False,Chapman,S14000017,51010,844,1.6545775338168989
Vince Cable,2010-06-03,207,M,Twickenham,3814,False,Cable,E14001005,66290,9762,14.726203047216774
Nick Gibb,2017-06-28,111,M,Bognor Regis and Littlehampton,3342,False,Gibb,E14000576,51352,17494,34.066832840006235
Mike Kane,2017-06-28,4316,M,Wythenshawe and Sale East,3873,False,Kane,E14001059,45846,14944,32.59608253718972
Karen Bradley,2017-06-29,4110,F,Staffordshire Moorlands,3771,False,Bradley,E14000966,44655,10830,24.252603291904602
Michael Fabricant,2017-06-29,280,M,Lichfield,3579,True,Fabricant,E14000791,53524,18581,34.71526791719602
Tom Watson,2017-06-29,1463,M,West Bromwich East,3841,False,Watson,E14001029,39098,7713,19.72735178269988
Philip Hollobone,2017-06-29,1537,M,Kettering,3556,True,Hollobone,E14000769,49404,10562,21.378835721803902
Matthew Hancock,2015-07-01,4070,M,West Suffolk,3846,False,Hancock,E14001034,51746,17063,32.974529432226646
Damian Collins,2017-06-29,3986,M,Folkestone and Hythe,3488,True,Collins,E14000704,58875,15411,26.175796178343948
Paul Farrelly,2017-06-29,1436,M,Newcastle-under-Lyme,3628,True,Farrelly,E14000834,43842,30,0.06842753524018065
Brendan O'Hara,2017-06-29,4371,M,Argyll and Bute,67,False,O'Hara,S14000005,48069,1328,2.762695292184152
Tracey Crouch,2017-06-29,3950,F,Chatham and Aylesford,3402,False,Crouch,E14000626,44890,10458,23.296948095344174
Julian Knight,2017-06-29,4410,M,Solihull,3734,True,Knight,E14000931,56748,20571,36.24973567350391
John Glen,2017-06-29,4051,M,Salisbury,3715,False,Glen,E14000912,53311,17333,32.51298981448482
Lisa Nandy,2017-06-29,4082,F,Wigan,3852,True,Nandy,E14001039,47542,16027,33.71124479407682
Liz Twist,2017-06-29,4618,F,Blaydon,3340,True,Twist,E14000574,48084,13477,28.02803427335496
Louise Haigh,2017-06-29,4473,F,"Sheffield, Heeley",3726,False,Haigh,E14000923,44226,13828,31.266675711120158
Robert Halfon,2017-06-29,3985,M,Harlow,3515,True,Halfon,E14000729,44846,7031,15.67809838112652
Luke Hall,2017-06-29,4450,M,Thornbury and Yate,3802,True,Hall,E14000994,50690,12071,23.813375419214836
Jeremy Wright,2017-06-29,1560,M,Kenilworth and Southam,3554,False,Wright,E14000767,51321,18076,35.22144930924963
Mims Davies,2017-06-29,4513,F,Eastleigh,3468,True,Davies,E14000685,57280,14179,24.753840782122904
Henry Bellingham,2017-06-29,1441,M,North West Norfolk,3658,True,Bellingham,E14000859,48811,13788,28.247731044231834
Robert Buckland,2017-06-29,4106,M,South Swindon,3752,False,Buckland,E14000947,51271,2464,4.805835657584209
Simon Hoare,2017-06-29,4494,M,North Dorset,3637,True,Hoare,E14000839,55724,25777,46.25834469887302
Imran Hussain,2017-06-29,4394,M,Bradford East,3353,False,Hussain,E14000587,45622,20540,45.02213844197975
Melanie Onn,2017-06-29,4464,F,Great Grimsby,3502,True,Onn,E14000716,35521,2565,7.221080487598885
Esther McVey,2017-06-29,4084,F,Tatton,3795,True,McVey,E14000987,49116,14787,30.10627901294894
Nick Smith,2017-06-29,3928,M,Blaenau Gwent,3339,False,Smith,W07000072,32384,11907,36.76815711462451
Stephen Hammond,2017-06-29,1585,M,Wimbledon,3853,True,Hammond,E14001040,51526,5622,10.910996390171952
Ellie Reeves,2017-06-29,4620,F,Lewisham West and Penge,3576,True,Reeves,E14000788,53196,23162,43.540867734416125
Graham Jones,2010-06-30,3999,M,Hyndburn,3544,True,Jones,E14000758,45202,5815,12.86447502322906
Jessica Morden,2017-06-29,1548,F,Newport East,3629,False,Morden,W07000055,36820,8003,21.735469853340575
Dan Carden,2017-06-29,4651,M,"Liverpool, Walton",3582,True,Carden,E14000794,42197,32551,77.14055501575942
Chris Law,2017-06-29,4403,M,Dundee West,927,False,Law,S14000016,38677,5262,13.604984874731752
Nic Dakin,2010-06-03,4056,M,Scunthorpe,3717,True,Dakin,E14000914,40202,3431,8.534401273568479
Neil Gray,2017-06-29,4365,M,Airdrie and Shotts,36,False,Gray,S14000003,38002,195,0.513130887848008
Matthew Pennycook,2017-06-29,4520,M,Greenwich and Woolwich,3504,False,Pennycook,E14000718,53106,20714,39.00500885022408
Hannah Bardell,2017-06-29,4486,F,Livingston,1826,False,Bardell,S14000044,52505,3878,7.385963241596039
Helen Goodman,2017-06-29,1484,F,Bishop Auckland,3334,True,Goodman,E14000569,43281,502,1.1598622952334743
John McDonnell,2010-06-24,178,M,Hayes and Harlington,3523,True,McDonnell,E14000737,47802,18115,37.89590393707376
Philip Hammond,2017-06-29,105,M,Runnymede and Weybridge,3710,False,Hammond,E14000907,51609,18050,34.97451994807108
David Drew,2017-06-29,252,M,Stroud,3786,True,Drew,E14000980,63816,687,1.0765325310267018
Nicky Morgan,2017-06-29,4027,F,Loughborough,3586,True,Morgan,E14000797,54148,4269,7.883947698899313
John Mann,2017-06-29,1387,M,Bassetlaw,3307,True,Mann,E14000546,52250,4852,9.286124401913876
Robert Syms,2017-06-29,245,M,Poole,3682,True,Syms,E14000881,49850,14209,28.503510531594785
Caroline Spelman,2017-06-29,312,F,Meriden,3601,True,Spelman,E14000812,54643,19198,35.13350291894662
Iain Stewart,2017-06-29,4015,M,Milton Keynes South,3613,True,Stewart,E14000822,64546,1665,2.5795556657267684
Tonia Antoniazzi,2017-06-29,4623,F,Gower,3499,True,Antoniazzi,W07000046,45576,3269,7.172634720028085
Tom Tugendhat,2017-06-29,4462,M,Tonbridge and Malling,3805,True,Tugendhat,E14000997,56907,23508,41.30950498181243
Gillian Keegan,2017-06-29,4680,F,Chichester,3409,True,Keegan,E14000633,59918,22621,37.75326279248306
Heidi Allen,2017-06-29,4516,F,South Cambridgeshire,3738,True,Allen,E14000934,64924,15952,24.570266773458197
Faisal Rashid,2017-06-29,4670,M,Warrington South,3830,True,Rashid,E14001018,61995,2549,4.111621904992338
Gerard Killen,2017-06-29,4672,M,Rutherglen and Hamilton West,2501,True,Killen,S14000056,50872,265,0.5209152382450071
Wera Hobhouse,2017-06-29,4602,F,Bath,3308,False,Hobhouse,E14000547,49583,5694,11.483774680838192
Maggie Throup,2017-06-29,4447,F,Erewash,3478,True,Throup,E14000695,49781,4534,9.10789256945421
James Gray,2017-07-03,261,M,North Wiltshire,3659,True,Gray,E14000860,53706,22877,42.596730346702415
Nick Hurd,2017-07-03,1561,M,"Ruislip, Northwood and Pinner",3709,False,Hurd,E14000906,53382,13980,26.188602899853887
Sarah Newton,2017-07-03,4071,F,Truro and Falmouth,3812,False,Newton,E14001003,56647,3792,6.694087948170248
David Amess,2017-07-03,44,M,Southend West,3762,True,Amess,E14000957,47191,10000,21.190481235828866
Ben Wallace,2017-07-03,1539,M,Wyre and Preston North,3871,False,Wallace,E14001057,52646,12246,23.261026478744824
Brandon Lewis,2017-07-03,4009,M,Great Yarmouth,3503,False,Lewis,E14000717,44146,7973,18.0605264350111
Afzal Khan,2017-07-03,4671,M,"Manchester, Gorton",3597,False,Khan,E14000808,45953,31730,69.04881074140971
Rachel Maclean,2017-07-03,4668,F,Redditch,3694,True,Maclean,E14000892,45203,7363,16.28874189766166
Carolyn Harris,2017-07-03,4480,F,Swansea East,3792,False,Harris,W07000048,35159,13168,37.452714809863764
Oliver Letwin,2017-07-03,247,M,West Dorset,3843,True,Letwin,E14001031,59598,19091,32.03295412597738
Conor McGinn,2017-07-03,4458,M,St Helens North,3767,True,McGinn,E14000962,50222,18406,36.64927720919119
Alec Shelbrooke,2017-07-03,3997,M,Elmet and Rothwell,3472,True,Shelbrooke,E14000689,59542,9805,16.467367572469854
John Hayes,2017-07-03,350,M,South Holland and The Deepings,3744,False,Hayes,E14000939,50315,24897,49.482261750968895
Kelvin Hopkins,2017-07-03,2,M,Luton North,3589,True,Hopkins,E14000800,46622,14364,30.80948908240745
Gavin Shuker,2017-07-03,4013,M,Luton South,3590,True,Shuker,E14000801,46133,13925,30.1844666507706
Andy McDonald,2017-07-03,4269,M,Middlesbrough,3610,False,McDonald,E14000819,35637,13873,38.92864158037994
Laura Smith,2017-07-03,4648,F,Crewe and Nantwich,3431,True,Smith,E14000653,55027,48,0.08722990531920694
Paul Masterton,2017-07-03,4625,M,East Renfrewshire,994,True,Masterton,S14000021,53738,4712,8.7684692396442
Karl Turner,2017-07-03,4030,M,Kingston upon Hull East,3558,False,Turner,E14000771,36638,10396,28.374911294284622
Lee Rowley,2017-07-03,4652,M,North East Derbyshire,3642,True,Rowley,E14000843,50380,2860,5.676855895196507
Bob Seely,2017-07-03,4681,M,Isle of Wight,3548,True,Seely,E14000762,74479,21069,28.288510855408905
Eddie Hughes,2017-07-03,4635,M,Walsall North,3823,True,Hughes,E14001011,38118,2601,6.823547930111758
Bill Grant,2017-07-03,4605,M,"Ayr, Carrick and Cumnock",99,True,Grant,S14000006,46222,2774,6.001471160919043
Neil O'Brien,2017-07-03,4679,M,Harborough,3514,True,O'Brien,E14000728,57598,12429,21.578874266467587
Alister Jack,2017-07-03,4619,M,Dumfries and Galloway,911,True,Jack,S14000013,51599,5643,10.936258454621212
Jesse Norman,2017-07-03,3991,M,Hereford and South Herefordshire,3529,False,Norman,E14000743,50484,15013,29.738134854607402
Penny Mordaunt,2017-07-03,4017,F,Portsmouth North,3684,False,Mordaunt,E14000883,47210,9965,21.10781614064817
Chris Leslie,2017-07-04,422,M,Nottingham East,3664,True,Leslie,E14000865,39327,19590,49.81310550003814
David Tredinnick,2017-07-04,335,M,Bosworth,3349,True,Tredinnick,E14000583,56168,18351,32.67162797322319
Paul Scully,2017-07-04,4414,M,Sutton and Cheam,3790,True,Scully,E14000984,51970,12698,24.43332691937656
Bridget Phillipson,2017-07-04,4046,F,Houghton and Sunderland South,3540,True,Phillipson,E14000754,41480,12341,29.751687560270007
Steve Brine,2017-07-04,4067,M,Winchester,3854,False,Brine,E14001041,57156,9999,17.494226327944574
Steve Reed,2017-07-04,4268,M,Croydon North,3433,False,Reed,E14000655,59623,32365,54.28274323667041
Daniel Kawczynski,2017-07-04,1566,M,Shrewsbury and Atcham,3729,True,Kawczynski,E14000926,58203,6627,11.38601103035926
Lucy Allan,2017-07-04,4411,F,Telford,3797,True,Allan,E14000989,44686,720,1.611242894866401
Sandy Martin,2017-07-04,4678,M,Ipswich,3547,True,Martin,E14000761,51137,831,1.6250464438664762
Sharon Hodgson,2017-07-04,1521,F,Washington and Sunderland West,3832,False,Hodgson,E14001020,40574,12940,31.89234485138266
Paul Beresford,2017-07-04,103,M,Mole Valley,3615,True,Beresford,E14000824,56726,24137,42.55015336882558
Edward Argar,2017-07-04,4362,M,Charnwood,3401,True,Argar,E14000625,55176,16341,29.616137451065683
Barbara Keeley,2017-07-04,1588,F,Worsley and Eccles South,3867,False,Keeley,E14001054,45642,8379,18.35809123176022
Rishi Sunak,2017-07-04,4483,M,Richmond (Yorks),3698,True,Sunak,E14000895,57013,23108,40.531106940522335
Karin Smyth,2017-07-04,4444,F,Bristol South,3369,True,Smyth,E14000601,54382,15987,29.397594792394543
David T. C. Davies,2010-06-03,1545,M,Monmouth,3616,True,Davies,W07000054,49734,8206,16.49977882334017
Peter Dowd,2017-07-04,4397,M,Bootle,3347,False,Dowd,E14000581,50288,36200,71.98536430162265
Ian Liddell-Grainger,2017-07-04,1396,M,Bridgwater and West Somerset,3363,True,Liddell-Grainger,E14000595,58267,15448,26.512434139392795
Andrew Percy,2017-07-04,3939,M,Brigg and Goole,3364,True,Percy,E14000596,45057,12363,27.438577801451498
Michael Ellis,2017-07-04,4116,M,Northampton North,3660,False,Ellis,E14000861,40378,807,1.9986131061469115
Cat Smith,2017-07-04,4436,F,Lancaster and Fleetwood,3564,False,Smith,E14000776,45989,6661,14.483898323512145
Frank Field,2017-07-04,478,M,Birkenhead,3324,True,Field,E14000559,43663,25514,58.43391429814717
Chris Grayling,2017-07-04,1413,M,Epsom and Ewell,3477,False,Grayling,E14000694,59266,20475,34.5476327067796
Peter Kyle,2017-07-04,4505,M,Hove,3541,True,Kyle,E14000755,57596,18757,32.56649767344955
Nick Herbert,2017-07-04,1479,M,Arundel and South Downs,3295,True,Herbert,E14000534,60256,23883,39.6358868826341
Paul Maynard,2017-07-04,3926,M,Blackpool North and Cleveleys,3337,False,Maynard,E14000572,41007,2023,4.933304070036823
David Simpson,2017-07-04,1597,M,Upper Bann,3816,False,Simpson,N06000017,51258,7992,15.591712513168677
Julia Dockerill,2017-07-04,4647,F,Hornchurch and Upminster,3537,True,Dockerill,E14000751,56045,17723,31.62280310464805
Mark Field,2017-07-04,1405,M,Cities of London and Westminster,3415,False,Field,E14000639,38654,3148,8.14404718787189
Caroline Dinenage,2017-07-04,4008,F,Gosport,3498,False,Dinenage,E14000713,49481,17211,34.7830480386411
Jack Lopresti,2017-07-04,3989,M,Filton and Bradley Stoke,3486,True,Lopresti,E14000702,50702,4190,8.26397380773934
Mary Glindon,2017-07-04,4126,F,North Tyneside,3652,False,Glindon,E14000853,51892,19284,37.161797579588374
Fabian Hamilton,2017-07-04,415,M,Leeds North East,3567,False,Hamilton,E14000779,52999,16991,32.05909545463122
Rehman Chishti,2017-07-04,3987,M,Gillingham and Rainham,3496,True,Chishti,E14000711,48868,9430,19.296881394777767
Alistair Burt,2017-07-04,1201,M,North East Bedfordshire,3640,False,Burt,E14000841,64220,20862,32.485207100591715
Simon Hart,2017-07-04,3944,M,Carmarthen West and South Pembrokeshire,3395,True,Hart,W07000066,42226,3110,7.365130488324728
Jon Trickett,2017-07-05,410,M,Hemsworth,3526,False,Trickett,E14000740,45944,10174,22.144349643043707
Neil Parish,2017-07-05,4072,M,Tiverton and Honiton,3804,True,Parish,E14000996,57815,19801,34.24889734497968
Caroline Nokes,2017-07-05,4048,F,Romsey and Southampton North,3704,False,Nokes,E14000901,50128,18046,35.9998404085541
Chris Skidmore,2017-07-05,4021,M,Kingswood,3561,False,Skidmore,E14000774,48741,7500,15.387456145749983
Patrick McLoughlin,2017-07-05,333,M,Derbyshire Dales,3444,False,McLoughlin,E14000664,49571,14327,28.90197897964536
Khalid Mahmood,2017-07-05,1392,M,"Birmingham, Perry Barr",3331,False,Mahmood,E14000566,44197,18383,41.59332081362989
Scott Mann,2017-07-05,4496,M,North Cornwall,3635,True,Mann,E14000837,50944,7200,14.133165829145728
Elizabeth Truss,2017-07-05,4097,F,South West Norfolk,3757,False,Truss,E14000952,52416,18312,34.93589743589743
Christopher Chope,2017-07-05,242,M,Christchurch,3414,True,Chope,E14000638,50634,25171,49.71165619939171
