speaker,date,mp_id,gender,constituency_name,constituency_id,backbencher,surname,ONS ID,Valid votes,Majority,vulnerability
Michael Dugher,2015-06-11,3916,M,Barnsley East,3303,False,Dugher,E14000542,38517,12034,31.243347093491185
Steven Paterson,2015-06-11,4392,M,Stirling,2784,True,Paterson,S14000057,52135,10480,20.101659154119115
Conor Burns,2015-06-11,3922,M,Bournemouth West,3351,True,Burns,E14000585,41773,12410,29.708184712613413
George Howarth,2015-06-11,481,M,Knowsley,3562,True,Howarth,E14000775,50728,34655,68.31532881249014
Victoria Atkins,2015-06-11,4399,F,Louth and Horncastle,3587,True,Atkins,E14000798,50336,14977,29.7540527654164
Harriett Baldwin,2015-06-11,4107,F,West Worcestershire,3848,False,Baldwin,E14001035,54100,22578,41.733826247689464
Andrew Tyrie,2015-06-11,112,M,Chichester,3409,True,Tyrie,E14000633,57139,24413,42.72563398029367
Mike Kane,2015-06-11,4316,M,Wythenshawe and Sale East,3873,True,Kane,E14001059,43263,10569,24.42965120310658
George Kerevan,2015-06-11,4416,M,East Lothian,991,True,Kerevan,S14000020,59014,6803,11.52777307079676
Seema Kennedy,2015-06-11,4455,F,South Ribble,3748,True,Kennedy,E14000943,52370,5945,11.351919037616955
Rishi Sunak,2015-06-11,4483,M,Richmond (Yorks),3698,True,Sunak,E14000895,53999,19550,36.20437415507695
Joseph Johnson,2010-06-08,4039,M,Orpington,3672,True,Johnson,E14000872,49032,19979,40.74685919399576
Paul Blomfield,2015-06-11,4058,M,Sheffield Central,3722,True,Blomfield,E14000919,44173,17309,39.18456975980803
John Penrose,2015-06-11,1584,M,Weston-Super-Mare,3851,False,Penrose,E14001038,52552,15609,29.702009438270665
William Wragg,2015-06-15,4429,M,Hazel Grove,3524,True,Wragg,E14000738,43219,6552,15.159999074481131
Nicky Morgan,2015-06-15,4027,F,Loughborough,3586,False,Morgan,E14000797,52020,9183,17.65282583621684
John Healey,2015-06-15,400,M,Wentworth and Dearne,3840,True,Healey,E14001028,43189,13838,32.040565884831786
Sam Gyimah,2015-06-15,3980,M,East Surrey,3464,False,Gyimah,E14000681,56103,22658,40.38643209810527
Chris Skidmore,2015-06-15,4021,M,Kingswood,3561,True,Skidmore,E14000774,48125,9006,18.713766233766233
Craig Tracey,2015-06-15,4509,M,North Warwickshire,3653,True,Tracey,E14000854,47377,2973,6.275196825463833
Carol Monaghan,2015-06-15,4443,F,Glasgow North West,1207,False,Monaghan,S14000033,43854,10364,23.632963925753636
Daniel Poulter,2010-06-22,3932,M,Central Suffolk and North Ipswich,3399,True,Poulter,E14000624,54089,20144,37.24232283828505
Tristram Hunt,2015-06-15,4111,M,Stoke-on-Trent Central,3777,False,Hunt,E14000972,31084,5179,16.661304851370478
Frank Field,2015-06-15,478,M,Birkenhead,3324,True,Field,E14000559,39144,20652,52.75904353157572
Shabana Mahmood,2015-06-16,3914,F,"Birmingham, Ladywood",3329,False,Mahmood,E14000564,35916,21868,60.886512974718784
Greg Hands,2015-06-16,1526,M,Chelsea and Fulham,3405,False,Hands,E14000629,40226,16022,39.82996072192115
Damian Hinds,2015-06-16,3969,M,East Hampshire,3462,False,Hinds,E14000680,51649,25147,48.68826114736006
David Crausby,2015-06-16,437,M,Bolton North East,3344,True,Crausby,E14000578,43161,4377,10.141099603808994
Geoffrey Cox,2015-06-16,1508,M,Torridge and West Devon,3809,True,Cox,E14001000,56584,18403,32.523328149300156
Guto Bebb,2015-06-16,3910,M,Aberconwy,3288,True,Bebb,W07000058,30148,3999,13.264561496616691
Neil Parish,2015-06-16,4072,M,Tiverton and Honiton,3804,True,Parish,E14000996,53763,20173,37.52208768111899
Gordon Henderson,2015-06-16,4050,M,Sittingbourne and Sheppey,3730,True,Henderson,E14000927,49378,12168,24.642553363846247
Andrew Selous,2015-06-16,1453,M,South West Bedfordshire,3754,False,Selous,E14000949,51304,17813,34.72048963043817
Jon Trickett,2015-06-16,410,M,Hemsworth,3526,False,Trickett,E14000740,42406,12078,28.481818610573978
George Freeman,2015-06-16,4020,M,Mid Norfolk,3606,False,Freeman,E14000816,52212,17276,33.08817896269057
Grant Shapps,2015-06-16,1582,M,Welwyn Hatfield,3839,False,Shapps,E14001027,50205,12153,24.206752315506424
Stephen Crabb,2015-06-17,1554,M,Preseli Pembrokeshire,3686,False,Crabb,W07000065,40556,4969,12.252194496498667
Alun Cairns,2015-06-17,4086,M,Vale of Glamorgan,3819,False,Cairns,W07000078,51293,6880,13.413136295400932
Richard Harrington,2015-06-17,4068,M,Watford,3833,True,Harrington,E14001021,56149,9794,17.442875207038416
Judith Cummins,2015-06-17,4391,F,Bradford South,3354,True,Cummins,E14000588,37600,6450,17.154255319148938
Amanda Solloway,2015-06-17,4372,F,Derby North,3442,True,Solloway,E14000662,44745,41,0.0916303497597497
Guy Opperman,2015-06-17,4142,M,Hexham,3532,False,Opperman,E14000746,43345,12031,27.756373284115814
Khalid Mahmood,2015-06-17,1392,M,"Birmingham, Perry Barr",3331,True,Mahmood,E14000566,41260,14828,35.93795443528842
Imran Hussain,2015-06-17,4394,M,Bradford East,3353,True,Hussain,E14000587,41406,7084,17.10863159928513
David Mackintosh,2015-06-17,4431,M,Northampton South,3661,True,Mackintosh,E14000862,38884,3793,9.754654870898054
Alex Cunningham,2015-06-17,4122,M,Stockton North,3775,True,Cunningham,E14000970,39571,8367,21.14427232063885
Oliver Dowden,2015-06-17,4441,M,Hertsmere,3531,True,Dowden,E14000745,50091,18461,36.85492403825039
Harry Harpham,2015-06-17,4477,M,"Sheffield, Brightside and Hillsborough",3724,True,Harpham,E14000921,40053,13807,34.47182483209747
Gregory Campbell,2015-06-17,1409,M,East Londonderry,3463,False,Campbell,N06000006,34714,7804,22.48084346373221
Jenny Chapman,2015-06-17,3972,F,Darlington,3437,False,Chapman,E14000658,41141,3158,7.676040932403199
Jim Fitzpatrick,2015-06-17,197,M,Poplar and Limehouse,3683,True,Fitzpatrick,E14000882,51044,16924,33.155708800250764
Ann Coffey,2015-06-17,458,F,Stockport,3774,True,Coffey,E14000969,39649,10061,25.375167091225503
Justin Tomlinson,2015-06-17,4105,M,North Swindon,3650,False,Tomlinson,E14000851,52242,11786,22.560392021744956
Elizabeth Truss,2015-06-18,4097,F,South West Norfolk,3757,False,Truss,E14000952,50110,13861,27.66114547994412
Nicholas Brown,2010-07-21,523,M,Newcastle upon Tyne East,3626,False,Brown,E14000832,39222,12494,31.854571414002347
Calum Kerr,2015-06-18,4379,M,"Berwickshire, Roxburgh and Selkirk",216,False,Kerr,S14000008,55038,328,0.5959518877866201
Oliver Heald,2015-06-18,69,M,North East Hertfordshire,3644,True,Heald,E14000845,52287,19080,36.49090596132882
Charlotte Leslie,2015-06-18,3933,F,Bristol North West,3368,True,Leslie,E14000600,51805,4944,9.543480359038703
Ian Mearns,2015-06-18,4000,M,Gateshead,3494,True,Mearns,E14000709,37949,14784,38.95754828849245
Nigel Adams,2015-06-22,4057,M,Selby and Ainsty,3720,True,Adams,E14000917,52804,13557,25.67419134914022
Priti Patel,2015-06-22,4066,F,Witham,3858,False,Patel,E14001045,47168,19554,41.456071913161466
Anne McLaughlin,2015-06-22,4437,F,Glasgow North East,1206,False,McLaughlin,S14000032,37857,9222,24.36009192487519
Chris Law,2015-06-22,4403,M,Dundee West,927,True,Law,S14000016,44714,17092,38.22516437804715
Philip Boswell,2015-06-22,4388,M,"Coatbridge, Chryston and Bellshill",728,True,Boswell,S14000011,50698,11501,22.685313030099806
Lisa Cameron,2015-06-22,4412,F,"East Kilbride, Strathaven and Lesmahagow",985,False,Cameron,S14000019,60539,16527,27.299757181321134
Shailesh Vara,2015-06-23,1496,M,North West Cambridgeshire,3654,False,Vara,E14000855,61100,19795,32.39770867430442
Caroline Dinenage,2015-06-23,4008,F,Gosport,3498,False,Dinenage,E14000713,47665,17098,35.87118430714361
Dominic Raab,2015-06-23,4007,M,Esher and Walton,3480,False,Raab,E14000697,56976,28616,50.224655995506886
Corri Wilson,2015-06-23,4448,F,"Ayr, Carrick and Cumnock",99,True,Wilson,S14000006,52209,11265,21.576739642590358
Robert Goodwill,2015-06-23,1562,M,Scarborough and Whitby,3716,False,Goodwill,E14000913,47739,6200,12.987285029011918
Teresa Pearce,2015-06-23,4003,F,Erith and Thamesmead,3479,True,Pearce,E14000696,42617,9525,22.350235821385834
Marcus Jones,2015-06-23,4024,M,Nuneaton,3667,False,Jones,E14000868,45749,4882,10.671271503202256
Theresa Villiers,2015-06-24,1500,F,Chipping Barnet,3412,False,Villiers,E14000636,53013,7656,14.441740705110067
Ivan Lewis,2015-06-24,441,M,Bury South,3380,False,Lewis,E14000612,47215,4922,10.424653182251403
Ben Wallace,2015-06-24,1539,M,Wyre and Preston North,3871,False,Wallace,E14001057,49893,14151,28.36269616980338
Sylvia Hermon,2010-09-14,1437,F,North Down,3638,True,Hermon,N06000013,35947,9202,25.59879823072857
Pat Glass,2015-06-24,4103,F,North West Durham,3655,True,Glass,E14000856,42818,10056,23.485450044373863
Lyn Brown,2015-06-24,1583,F,West Ham,3844,False,Brown,E14001032,52793,27986,53.010815827855964
Deidre Brock,2015-06-24,4417,F,Edinburgh North and Leith,1041,False,Brock,S14000023,58008,5597,9.648669149082885
Andrew Smith,2015-06-24,95,M,Oxford East,3673,True,Smith,E14000873,50689,15280,30.144607311250958
Simon Hart,2015-06-24,3944,M,Carmarthen West and South Pembrokeshire,3395,True,Hart,W07000066,40350,6054,15.00371747211896
Julie Elliott,2015-06-25,4127,F,Sunderland Central,3788,False,Elliott,E14000982,41762,11179,26.768354006034194
John McNally,2015-06-25,4424,M,Falkirk,1115,True,McNally,S14000028,60340,19701,32.64998342724561
Owen Thompson,2015-06-25,4482,M,Midlothian,1977,False,Thompson,S14000045,48331,9859,20.398915809728745
Stuart Blair Donaldson,2015-06-25,4377,M,West Aberdeenshire and Kincardine,3096,True,Donaldson,S14000058,55196,7033,12.74186535256178
Gavin Newlands,2015-06-25,4420,M,Paisley and Renfrewshire North,2285,True,Newlands,S14000052,50462,9076,17.985811105386233
Victoria Prentis,2015-06-25,4401,F,Banbury,3300,True,Prentis,E14000539,58008,18395,31.711143290580612
Kelly Tolhurst,2015-06-25,4487,F,Rochester and Strood,3701,True,Tolhurst,E14000898,52516,7133,13.582527229796634
Rosie Cooper,2015-06-29,1538,F,West Lancashire,3845,True,Cooper,E14001033,49676,8360,16.82905225863596
Owen Smith,2015-06-29,4042,M,Pontypridd,3681,False,Smith,W07000075,37882,8985,23.718388680639883
Roger Gale,2015-06-29,87,M,North Thanet,3651,True,Gale,E14000852,47053,10948,23.267379338193102
Rushanara Ali,2015-06-29,4138,F,Bethnal Green and Bow,3320,True,Ali,E14000555,52924,24317,45.94701836595873
Margaret Greenwood,2015-06-29,4400,F,Wirral West,3857,True,Greenwood,E14001044,41858,417,0.9962253332696258
Martyn Day,2015-06-30,4488,M,Linlithgow and East Falkirk,1782,True,Day,S14000043,61597,12934,20.997775865707744
Nadine Dorries,2015-06-30,1481,F,Mid Bedfordshire,3603,True,Dorries,E14000813,58060,23327,40.177402686875645
Rob Wilson,2015-07-01,1556,M,Reading East,3691,False,Wilson,E14000889,50494,6520,12.912425238642214
Oliver Letwin,2015-07-01,247,M,West Dorset,3843,False,Letwin,E14001031,56458,16130,28.56991037585462
Matthew Hancock,2015-07-01,4070,M,West Suffolk,3846,False,Hancock,E14001034,49232,14984,30.435489112772178
Lucy Powell,2015-07-01,4263,F,Manchester Central,3596,False,Powell,E14000807,45331,21639,47.735545211885906
Alok Sharma,2015-07-01,4014,M,Reading West,3692,True,Sharma,E14000890,48404,6650,13.738534005454095
Graham Brady,2015-07-01,435,M,Altrincham and Sale West,3291,True,Brady,E14000532,50517,13290,26.3079755329889
Phillip Lee,2015-07-01,3921,M,Bracknell,3352,True,Lee,E14000586,53086,20650,38.899144783935505
Nick Herbert,2015-07-01,1479,M,Arundel and South Downs,3295,True,Herbert,E14000534,56477,26177,46.3498415284098
Virendra Sharma,2015-07-01,1604,M,"Ealing, Southall",3457,True,Sharma,E14000676,43321,18760,43.30463285704393
Gloria De Piero,2015-07-01,3915,F,Ashfield,3296,False,Piero,E14000535,47409,8820,18.604062519774725
Sarah Champion,2015-07-01,4267,F,Rotherham,3707,True,Champion,E14000904,37823,8446,22.330328107236337
Neil Coyle,2015-07-01,4368,M,Bermondsey and Old Southwark,3318,True,Coyle,E14000553,51424,4489,8.729387056627255
Ronnie Cowan,2015-07-01,4465,M,Inverclyde,1555,True,Cowan,S14000038,44607,11063,24.801040195485015
Jeremy Wright,2015-07-02,1560,M,Kenilworth and Southam,3554,False,Wright,E14000767,48791,21002,43.044823840462385
Karen Bradley,2015-07-02,4110,F,Staffordshire Moorlands,3771,False,Bradley,E14000966,42587,10174,23.889919458989834
Charles Walker,2015-07-02,1493,M,Broxbourne,3374,True,Walker,E14000606,46024,16723,36.33539023118373
Marion Fellows,2015-07-02,4440,F,Motherwell and Wishaw,2022,False,Fellows,S14000047,48237,11898,24.665713041855835
Chris Green,2015-07-02,4398,M,Bolton West,3346,True,Green,E14000580,48592,801,1.6484194929206455
Dan Jarvis,2015-07-02,4243,M,Barnsley Central,3302,False,Jarvis,E14000541,36560,12435,34.01258205689278
Anne Milton,2015-07-06,1523,F,Guildford,3505,False,Milton,E14000719,53986,22448,41.58115066869188
Jeffrey M. Donaldson,2010-05-26,650,M,Lagan Valley,3563,False,Donaldson,N06000009,39795,13000,32.66742053021736
Kate Hollern,2015-07-07,4363,F,Blackburn,3335,True,Hollern,E14000570,43999,12760,29.000659105888772
Roger Godsiff,2015-07-07,304,M,"Birmingham, Hall Green",3327,True,Godsiff,E14000562,47046,19818,42.12472898864941
Yasmin Qureshi,2015-07-07,3924,F,Bolton South East,3345,True,Qureshi,E14000579,40743,10928,26.821785337358566
Michelle Donelan,2015-07-08,4530,F,Chippenham,3411,True,Donelan,E14000635,55407,10076,18.185427834028193
Gavin Williamson,2015-07-08,4108,M,South Staffordshire,3750,True,Williamson,E14000945,49598,20371,41.07222065405863
Anne Marie Morris,2015-07-08,4249,F,Newton Abbot,3632,True,Morris,E14000835,48253,11234,23.281454002859924
Siobhain McDonagh,2015-07-09,193,F,Mitcham and Morden,3614,True,McDonagh,E14000823,45142,16922,37.486154800407604
Paul Monaghan,2015-07-09,4383,M,"Caithness, Sutherland and Easter Ross",543,True,Monaghan,S14000009,34186,3844,11.244369039957878
David Warburton,2015-07-13,4526,M,Somerton and Frome,3735,True,Warburton,E14000932,60309,20268,33.6069243396508
Royston Smith,2015-07-13,4478,M,"Southampton, Itchen",3760,True,Smith,E14000955,44710,2316,5.180049205994185
Victoria Borwick,2015-07-14,4502,F,Kensington,3555,True,Borwick,E14000768,34828,7361,21.135293442058114
Mhairi Black,2015-07-14,4421,F,Paisley and Renfrewshire South,2286,True,Black,S14000053,46226,5684,12.296110414052698
Jonathan Lord,2015-07-15,4090,M,Woking,3860,True,Lord,E14001047,51964,20810,40.04695558463552
Jon Cruddas,2015-07-15,1406,M,Dagenham and Rainham,3436,True,Cruddas,E14000657,43050,4980,11.567944250871081
Adam Holloway,2015-09-08,1522,M,Gravesham,3501,True,Holloway,E14000715,50139,8370,16.69359181475498
Helen Grant,2015-09-08,4018,F,Maidstone and The Weald,3593,True,Grant,E14000804,50010,10709,21.41371725654869
Rebecca Harris,2015-09-14,3948,F,Castle Point,3397,True,Harris,E14000622,45450,8934,19.656765676567655
Stephen Barclay,2015-09-14,4095,M,North East Cambridgeshire,3641,False,Barclay,E14000842,51780,16874,32.587871765160294
Alan Johnson,2015-09-14,376,M,Kingston upon Hull West and Hessle,3560,True,Johnson,E14000773,31803,9333,29.34628808602962
Lisa Nandy,2015-09-17,4082,F,Wigan,3852,False,Nandy,E14001039,45293,14236,31.43090543792639
Rosie Winterton,2015-10-20,390,F,Doncaster Central,3448,False,Winterton,E14000668,40420,10093,24.970311726867887
Robert Halfon,2015-10-21,3985,M,Harlow,3515,False,Halfon,E14000729,44251,8350,18.86963006485729
James Duddridge,2015-10-28,1559,M,Rochford and Southend East,3702,False,Duddridge,E14000899,43608,9476,21.729957805907173
Adam Afriyie,2015-11-26,1586,M,Windsor,3855,True,Afriyie,E14001042,50160,25083,50.00598086124401
Mark Harper,2015-12-01,1520,M,Forest of Dean,3489,False,Harper,E14000705,49520,10987,22.186995153473344
Margaret Beckett,2015-12-02,328,F,Derby South,3443,True,Beckett,E14000663,40820,8828,21.626653601175892
Rachel Reeves,2016-01-05,4031,F,Leeds West,3569,True,Reeves,E14000781,38423,10727,27.918174010358378
Jim McMahon,2016-01-19,4569,M,Oldham West and Royton,3671,True,McMahon,E14000871,27706,10722,38.69919872951707
David Evennett,2016-03-03,1198,M,Bexleyheath and Crayford,3323,False,Evennett,E14000558,43685,9192,21.0415474419137
Margot James,2016-05-04,4115,F,Stourbridge,3781,False,James,E14000976,46029,6694,14.543005496534795
Gill Furniss,2016-05-11,4571,F,"Sheffield, Brightside and Hillsborough",3724,True,Furniss,E14000921,22581,9590,42.46933262477304
Chris Elmore,2016-05-11,4572,M,Ogmore,3668,True,Elmore,W07000074,35250,13043,37.00141843971631
Alan Meale,2016-06-06,361,M,Mansfield,3599,True,Meale,E14000810,47193,5315,11.26226347127752
Rosena Allin-Khan,2016-07-05,4573,F,Tooting,3806,True,Allin-Khan,E14000998,32048,6357,19.835871193210185
Simon Kirby,2016-07-12,3929,M,"Brighton, Kemptown",3365,False,Kirby,E14000597,45306,690,1.5229770891272678
Gavin Barwell,2016-07-18,3955,M,Croydon Central,3432,False,Barwell,E14000654,52941,165,0.3116677055590185
Charlie Elphicke,2016-07-18,3971,M,Dover,3450,True,Elphicke,E14000670,50224,6294,12.531857279388339
Kris Hopkins,2016-07-20,4043,M,Keighley,3553,False,Hopkins,E14000766,49123,3053,6.2150112981699
Sarah Newton,2016-07-20,4071,F,Truro and Falmouth,3812,False,Newton,E14001003,51544,14000,27.161260282477105
Tracy Brabin,2016-10-31,4588,F,Batley and Spen,3309,True,Brabin,E14000548,20393,16537,81.09155102240965
Robert Courts,2016-11-02,4589,M,Witney,3859,True,Courts,E14001046,38455,5702,14.827720712521128
Sarah Olney,2016-12-19,4591,F,Richmond Park,3699,True,Olney,E14000896,41283,1872,4.5345541748419445
Caroline Johnson,2017-01-11,4592,F,Sleaford and North Hykeham,3732,True,Johnson,E14000929,61944,24115,38.930324163760815
Jackie Doyle-Price,2017-02-08,4065,F,Thurrock,3803,False,Doyle-Price,E14000995,49564,536,1.0814300702122508
Gareth Snell,2017-03-14,4595,M,Stoke-on-Trent Central,3777,True,Snell,E14000972,21200,2620,12.358490566037736
Trudy Harrison,2017-04-25,4593,F,Copeland,3425,True,Harrison,E14000647,31108,2147,6.9017616047319015
