speaker,date,mp_id,gender,constituency_name,constituency_id,backbencher,surname,ONS ID,Valid votes,Majority,vulnerability
David Morris,2010-05-25,4135,M,Morecambe and Lunesdale,3618,True,Morris,E14000825,43436,866,1.9937379132516804
Charles Walker,2010-05-25,1493,M,Broxbourne,3374,True,Walker,E14000606,45658,18804,41.18445836436112
Julian Lewis,2010-05-25,54,M,New Forest East,3621,True,Lewis,E14000827,50036,11307,22.59772963466304
Robert Syms,2010-05-25,245,M,Poole,3682,True,Syms,E14000881,47436,7541,15.897208870899737
Christopher Chope,2010-05-25,242,M,Christchurch,3414,True,Chope,E14000638,49416,15410,31.1842318277481
Peter Bone,2010-05-25,1581,M,Wellingborough,3837,True,Bone,E14001025,51661,11787,22.816050792667582
Angela Eagle,2010-05-25,491,F,Wallasey,3822,False,Eagle,E14001010,41654,8507,20.423008594612764
Michael Connarty,2010-05-25,602,M,Linlithgow and East Falkirk,1782,True,Connarty,S14000043,51450,12553,24.398445092322643
David Heath,2010-05-25,255,M,Somerton and Frome,3735,False,Heath,E14000932,60612,1817,2.9977562198904506
Fiona Mactaggart,2010-05-25,12,F,Slough,3733,True,Mactaggart,E14000930,47742,5523,11.56843031293201
Philip Davies,2010-05-25,1565,M,Shipley,3728,True,Davies,E14000925,49427,9944,20.118558682501465
Geoffrey Clifton-Brown,2010-05-25,249,M,The Cotswolds,3799,True,Clifton-Brown,E14000991,54832,12864,23.460752845053985
Andrew Tyrie,2010-05-25,112,M,Chichester,3409,True,Tyrie,E14000633,56787,15877,27.958863824466867
Alistair Darling,2010-05-26,596,M,Edinburgh South West,1048,False,Darling,S14000025,45462,8447,18.58035282213717
David Laws,2010-05-26,1473,M,Yeovil,3874,False,Laws,E14001060,57160,13036,22.806158152554236
Michael Fallon,2010-05-26,88,M,Sevenoaks,3721,True,Fallon,E14000918,49408,17515,35.449724740932645
Jo Swinson,2010-05-26,1513,F,East Dunbartonshire,965,True,Swinson,S14000018,47948,2184,4.554934512388421
Conor Burns,2010-05-26,3922,M,Bournemouth West,3351,True,Burns,E14000585,41659,5583,13.4016659065268
Dennis Skinner,2010-05-26,325,M,Bolsover,3343,True,Skinner,E14000577,43988,11182,25.420569246158042
Mike Hancock,2010-05-26,59,M,Portsmouth South,3685,True,Hancock,E14000884,41264,5200,12.601783637068632
Penny Mordaunt,2010-05-26,4017,F,Portsmouth North,3684,True,Mordaunt,E14000883,44118,7289,16.52160116052405
Caroline Flint,2010-05-26,389,F,Don Valley,3447,True,Flint,E14000667,43420,3595,8.279594656840166
John Baron,2010-05-26,1390,M,Basildon and Billericay,3305,True,Baron,E14000544,41569,12338,29.68077172893262
Kevin Barron,2010-05-26,392,M,Rother Valley,3706,True,Barron,E14000903,46758,5866,12.545446768467428
Graham Allen,2010-05-26,364,M,Nottingham North,3665,True,Allen,E14000866,34285,8138,23.736327840163337
Tony Baldry,2010-05-26,93,M,Banbury,3300,True,Baldry,E14000539,56241,18227,32.40874095410821
Lindsay Hoyle,2010-05-26,467,M,Chorley,3413,True,Hoyle,E14000637,49774,2593,5.209547153132157
Richard Ottaway,2010-05-26,157,M,Croydon South,3434,True,Ottaway,E14000656,56322,15818,28.08494016547708
Louise Ellman,2010-05-26,484,F,"Liverpool, Riverside",3581,True,Ellman,E14000793,38801,14173,36.52740908739465
Roger Williams,2010-05-26,1394,M,Brecon and Radnorshire,3357,True,Williams,W07000068,38845,3747,9.64602908997297
Richard Burden,2010-05-26,301,M,"Birmingham, Northfield",3330,True,Burden,E14000565,41814,2782,6.65327402305448
Andrew Percy,2010-05-26,3939,M,Brigg and Goole,3364,True,Percy,E14000596,43874,5147,11.731321511601404
Clive Efford,2010-05-26,165,M,Eltham,3473,True,Efford,E14000690,41964,1663,3.9629205986083313
Richard Graham,2010-05-26,3990,M,Gloucester,3497,True,Graham,E14000712,50764,2420,4.767157828382318
Sandra Osborne,2010-05-26,576,F,"Ayr, Carrick and Cumnock",99,True,Osborne,S14000006,45893,9911,21.595886082844878
Yvette Cooper,2010-05-26,420,F,"Normanton, Pontefract and Castleford",3633,False,Cooper,E14000836,46239,10979,23.744025606090098
Jack Straw,2010-05-26,463,M,Blackburn,3335,False,Straw,E14000570,45499,9856,21.662014549770326
George Young,2010-05-26,57,M,North West Hampshire,3656,False,Young,E14000857,53292,18583,34.870149365758465
Rosie Winterton,2010-05-26,390,F,Doncaster Central,3448,False,Winterton,E14000668,41745,6229,14.921547490717451
William Hague,2010-05-26,379,M,Richmond (Yorks),3698,False,Hague,E14000895,53412,23336,43.69055642926683
Paul Flynn,2010-05-26,545,M,Newport West,3630,True,Flynn,W07000056,39720,3544,8.92245720040282
Robert Smith,2010-05-26,639,M,West Aberdeenshire and Kincardine,3096,True,Smith,S14000058,45195,3684,8.151344175240624
Gisela Stuart,2010-05-26,296,F,"Birmingham, Edgbaston",3325,True,Stuart,E14000560,41571,1274,3.0646364051863078
David Cairns,2010-05-26,1421,M,Inverclyde,1555,True,Cairns,S14000038,37512,14416,38.43036894860312
Madeleine Moon,2010-05-26,1490,F,Bridgend,3362,True,Moon,W07000073,38347,2263,5.901374292643492
Jeremy Corbyn,2010-05-26,185,M,Islington North,3549,True,Corbyn,E14000763,44554,12401,27.833640077209676
Mike Gapes,2010-05-26,184,M,Ilford South,3546,True,Gapes,E14000760,51191,11287,22.048797640210193
David Burrowes,2010-05-26,1518,M,"Enfield, Southgate",3475,True,Burrowes,E14000692,44352,7626,17.19426406926407
Robert Flello,2010-05-26,1569,M,Stoke-on-Trent South,3779,True,Flello,E14000974,39852,4130,10.363344374184482
William Cash,2010-05-26,288,M,Stone,3780,True,Cash,E14000975,47229,13292,28.143725253551843
Mark Lancaster,2010-05-26,1544,M,Milton Keynes North,3612,True,Lancaster,E14000821,53888,8961,16.62893408551069
David Miliband,2010-05-26,1452,M,South Shields,3749,False,Miliband,E14000944,36518,11109,30.42061449148365
Julian Brazier,2010-05-26,77,M,Canterbury,3388,True,Brazier,E14000619,49209,6048,12.290434676583551
Menzies Campbell,2010-05-26,627,M,North East Fife,2135,True,Campbell,S14000049,40064,9048,22.583865814696484
James Arbuthnot,2010-05-26,56,M,North East Hampshire,3643,True,Arbuthnot,E14000844,52939,18597,35.12911086344661
Liam Fox,2010-05-26,223,M,North Somerset,3649,False,Fox,E14000850,57941,7862,13.56897533698072
Angus MacNeil,2010-05-26,1546,M,Na h-Eileanan an Iar,2025,False,MacNeil,S14000027,14717,1885,12.808316912414213
Ann Clwyd,2010-05-26,553,F,Cynon Valley,3435,True,Clwyd,W07000070,29876,9617,32.189717498995854
Ian Davidson,2010-05-26,611,M,Glasgow South West,1209,True,Davidson,S14000035,31781,14671,46.16280167395614
Bob Stewart,2010-05-26,3919,M,Beckenham,3312,True,Stewart,E14000551,47686,17784,37.29396468565198
Jeffrey M. Donaldson,2010-05-26,650,M,Lagan Valley,3563,False,Donaldson,N06000009,36540,10486,28.697318007662837
Yasmin Qureshi,2010-05-26,3924,F,Bolton South East,3345,True,Qureshi,E14000579,39604,8634,21.8008281991718
John Stanley,2010-05-26,91,M,Tonbridge and Malling,3805,True,Stanley,E14000997,51314,18178,35.42503020618155
Elfyn Llwyd,2010-05-26,549,M,Dwyfor Meirionnydd,3454,False,Llwyd,W07000061,28906,6367,22.026568878433544
