vote_decision,year,ons_const_code,constituency_name,under_30,over_65,age,gender,left_right,weight
Conservatives,2015,E14000607,Broxtowe,34.15147781954492,18.18555137884196,61,Female,5,0.48507601022720337
Conservatives,2015,E14000607,Broxtowe,34.15147781954492,18.18555137884196,54,Female,5,0.9967989921569824
Labour,2015,E14000607,Broxtowe,34.15147781954492,18.18555137884196,34,Female,5,1.4195929765701294
Conservatives,2015,E14000607,Broxtowe,34.15147781954492,18.18555137884196,66,Female,6,0.9701529741287231
Conservatives,2015,E14000607,Broxtowe,34.15147781954492,18.18555137884196,75,Female,5,0.7427840232849121
Conservatives,2015,E14000625,Charnwood,33.38434584371174,19.32494617300629,37,Male,6,1.1882740259170532
Labour,2015,E14000625,Charnwood,33.38434584371174,19.32494617300629,37,Female,,0.4983989894390106
Conservatives,2015,E14000625,Charnwood,33.38434584371174,19.32494617300629,49,Female,,1.4951980113983154
Conservatives,2015,E14000625,Charnwood,33.38434584371174,19.32494617300629,49,Female,,0.9967989921569824
Conservatives,2015,E14000625,Charnwood,33.38434584371174,19.32494617300629,68,Male,7,0.48416298627853394
Labour,2015,E14000625,Charnwood,33.38434584371174,19.32494617300629,33,Male,8,0.6443650126457214
Labour,2015,E14000625,Charnwood,33.38434584371174,19.32494617300629,58,Male,4,0.9683250188827515
Conservatives,2015,E14000625,Charnwood,33.38434584371174,19.32494617300629,53,Female,,0.9967989921569824
Conservatives,2015,E14000625,Charnwood,33.38434584371174,19.32494617300629,71,Female,,0.9701529741287231
Labour,2015,E14000625,Charnwood,33.38434584371174,19.32494617300629,42,Female,5,0.9967989921569824
Conservatives,2015,E14000660,Daventry,33.01651571656899,17.48108684070325,63,Female,6,0.9701529741287231
Conservatives,2015,E14000660,Daventry,33.01651571656899,17.48108684070325,37,Female,5,1.4951980113983154
Conservatives,2015,E14000660,Daventry,33.01651571656899,17.48108684070325,40,Female,7,0.4983989894390106
Conservatives,2015,E14000660,Daventry,33.01651571656899,17.48108684070325,71,Female,5,0.9701529741287231
Labour,2015,E14000662,Derby North,41.74815346431028,15.07829710036582,37,Female,3,0.9967989921569824
Conservatives,2015,E14000662,Derby North,41.74815346431028,15.07829710036582,73,Female,6,0.9701529741287231
Labour,2015,E14000662,Derby North,41.74815346431028,15.07829710036582,37,Male,0,0.5941370129585266
Conservatives,2015,E14000662,Derby North,41.74815346431028,15.07829710036582,76,Female,5,1.4855680465698242
Conservatives,2015,E14000662,Derby North,41.74815346431028,15.07829710036582,23,Female,6,2.26253604888916
Labour,2015,E14000662,Derby North,41.74815346431028,15.07829710036582,70,Female,5,0.9701529741287231
Labour,2015,E14000663,Derby South,43.84406115177107,13.27000760275165,39,Female,3,2.491997003555298
Labour,2015,E14000663,Derby South,43.84406115177107,13.27000760275165,65,Male,5,0.48416298627853394
Labour,2015,E14000663,Derby South,43.84406115177107,13.27000760275165,34,Female,5,0.7097970247268677
Labour,2015,E14000663,Derby South,43.84406115177107,13.27000760275165,54,Female,3,0.4983989894390106
Labour,2015,E14000663,Derby South,43.84406115177107,13.27000760275165,38,Female,,0.9967989921569824
Conservatives,2015,E14000663,Derby South,43.84406115177107,13.27000760275165,73,Female,6,0.48507601022720337
Conservatives,2015,E14000714,Grantham and Stamford,33.81517563774655,18.60505215966894,54,Male,6,0.5941370129585266
Conservatives,2015,E14000714,Grantham and Stamford,33.81517563774655,18.60505215966894,63,Male,6,0.9683250188827515
Conservatives,2015,E14000714,Grantham and Stamford,33.81517563774655,18.60505215966894,88,Female,,0.7427840232849121
Conservatives,2015,E14000714,Grantham and Stamford,33.81517563774655,18.60505215966894,78,Male,6,1.1135690212249756
Conservatives,2015,E14000714,Grantham and Stamford,33.81517563774655,18.60505215966894,85,Male,5,1.1135690212249756
Conservatives,2015,E14000714,Grantham and Stamford,33.81517563774655,18.60505215966894,74,Female,6,0.9701529741287231
Conservatives,2015,E14000728,Harborough,34.91784387355705,18.93862629393416,45,Male,6,1.1882740259170532
Conservatives,2015,E14000728,Harborough,34.91784387355705,18.93862629393416,76,Female,,0.7427840232849121
Conservatives,2015,E14000728,Harborough,34.91784387355705,18.93862629393416,60,Female,,0.48507601022720337
Labour,2015,E14000783,Leicester South,50.84879324653986,10.37497799424916,65,Male,7,1.4524869918823242
Conservatives,2015,E14000783,Leicester South,50.84879324653986,10.37497799424916,53,Female,7,0.9967989921569824
Labour,2015,E14000783,Leicester South,50.84879324653986,10.37497799424916,21,Female,5,2.26253604888916
Labour,2015,E14000792,Lincoln,42.89314800534166,14.87200707205598,27,Female,4,0.7097970247268677
Conservatives,2015,E14000792,Lincoln,42.89314800534166,14.87200707205598,51,Male,6,1.1882740259170532
Conservatives,2015,E14000792,Lincoln,42.89314800534166,14.87200707205598,22,Female,5,1.1312689781188965
Labour,2015,E14000792,Lincoln,42.89314800534166,14.87200707205598,22,Male,4,0.7986099720001221
Labour,2015,E14000792,Lincoln,42.89314800534166,14.87200707205598,35,Female,4,0.4983989894390106
Conservatives,2015,E14000792,Lincoln,42.89314800534166,14.87200707205598,58,Male,7,0.9683250188827515
Conservatives,2015,E14000792,Lincoln,42.89314800534166,14.87200707205598,56,Female,5,0.9701529741287231
Labour,2015,E14000797,Loughborough,42.97871482299323,14.83811770874295,82,Female,5,0.7427840232849121
Labour,2015,E14000797,Loughborough,42.97871482299323,14.83811770874295,84,Female,5,0.7427840232849121
Labour,2015,E14000797,Loughborough,42.97871482299323,14.83811770874295,73,Female,,1.4552279710769653
Labour,2015,E14000797,Loughborough,42.97871482299323,14.83811770874295,29,Female,,0.7097970247268677
Conservatives,2015,E14000797,Loughborough,42.97871482299323,14.83811770874295,64,Male,7,0.9683250188827515
Labour,2015,E14000810,Mansfield,35.96864051461719,17.17879501464591,54,Male,6,0.5941370129585266
Labour,2015,E14000810,Mansfield,35.96864051461719,17.17879501464591,62,Female,7,0.9701529741287231
Conservatives,2015,E14000810,Mansfield,35.96864051461719,17.17879501464591,46,Male,5,0.5941370129585266
Labour,2015,E14000810,Mansfield,35.96864051461719,17.17879501464591,51,Female,3,0.9967989921569824
Labour,2015,E14000810,Mansfield,35.96864051461719,17.17879501464591,71,Male,10,0.48416298627853394
Conservatives,2015,E14000810,Mansfield,35.96864051461719,17.17879501464591,77,Male,5,0.5567839741706848
Conservatives,2015,E14000810,Mansfield,35.96864051461719,17.17879501464591,46,Female,5,0.4983989894390106
Labour,2015,E14000810,Mansfield,35.96864051461719,17.17879501464591,54,Male,5,1.1882740259170532
Conservatives,2015,E14000810,Mansfield,35.96864051461719,17.17879501464591,37,Female,6,0.9967989921569824
Labour,2015,E14000810,Mansfield,35.96864051461719,17.17879501464591,79,Female,5,1.4855680465698242
Labour,2015,E14000829,Newark,32.48531894033577,19.30117145254051,39,Male,,1.1882740259170532
Conservatives,2015,E14000829,Newark,32.48531894033577,19.30117145254051,58,Female,,0.9701529741287231
Conservatives,2015,E14000829,Newark,32.48531894033577,19.30117145254051,70,Female,8,0.48507601022720337
Conservatives,2015,E14000829,Newark,32.48531894033577,19.30117145254051,65,Male,7,0.9683250188827515
Conservatives,2015,E14000829,Newark,32.48531894033577,19.30117145254051,60,Female,7,0.48507601022720337
Labour,2015,E14000843,North East Derbyshire,31.36131756013897,20.91340868112054,60,Male,4,0.9683250188827515
Conservatives,2015,E14000843,North East Derbyshire,31.36131756013897,20.91340868112054,69,Female,5,0.9701529741287231
Conservatives,2015,E14000843,North East Derbyshire,31.36131756013897,20.91340868112054,61,Male,8,0.9683250188827515
Labour,2015,E14000843,North East Derbyshire,31.36131756013897,20.91340868112054,53,Female,5,0.9967989921569824
Conservatives,2015,E14000843,North East Derbyshire,31.36131756013897,20.91340868112054,57,Female,5,0.9701529741287231
Conservatives,2015,E14000843,North East Derbyshire,31.36131756013897,20.91340868112054,75,Female,,0.7427840232849121
Conservatives,2015,E14000843,North East Derbyshire,31.36131756013897,20.91340868112054,54,Male,6,1.1882740259170532
Labour,2015,E14000861,Northampton North,39.97122702803044,15.16846111007982,63,Male,1,0.48416298627853394
Labour,2015,E14000861,Northampton North,39.97122702803044,15.16846111007982,43,Male,10,2.37654709815979
Labour,2015,E14000861,Northampton North,39.97122702803044,15.16846111007982,50,Male,5,0.5941370129585266
Conservatives,2015,E14000861,Northampton North,39.97122702803044,15.16846111007982,37,Female,7,0.9967989921569824
Conservatives,2015,E14000861,Northampton North,39.97122702803044,15.16846111007982,64,Male,7,0.9683250188827515
Conservatives,2015,E14000861,Northampton North,39.97122702803044,15.16846111007982,71,Female,5,0.9701529741287231
Conservatives,2015,E14000862,Northampton South,41.51150990760028,12.57383966244726,81,Female,5,1.4855680465698242
Labour,2015,E14000862,Northampton South,41.51150990760028,12.57383966244726,26,Female,,2.1293880939483643
Conservatives,2015,E14000862,Northampton South,41.51150990760028,12.57383966244726,56,Male,5,0.48416298627853394
Conservatives,2015,E14000908,Rushcliffe,34.03641418236577,18.29028147804935,-1,Female,6,1.1028269529342651
Labour,2015,E14000908,Rushcliffe,34.03641418236577,18.29028147804935,26,Female,4,2.1293880939483643
Conservatives,2015,E14000908,Rushcliffe,34.03641418236577,18.29028147804935,52,Female,5,0.9967989921569824
Labour,2015,E14000908,Rushcliffe,34.03641418236577,18.29028147804935,64,Male,1,0.9683250188827515
Conservatives,2015,E14000908,Rushcliffe,34.03641418236577,18.29028147804935,67,Male,5,1.4524869918823242
Conservatives,2015,E14000908,Rushcliffe,34.03641418236577,18.29028147804935,47,Female,5,0.4983989894390106
Labour,2015,E14000908,Rushcliffe,34.03641418236577,18.29028147804935,18,Male,5,2.680999994277954
Labour,2015,E14000908,Rushcliffe,34.03641418236577,18.29028147804935,43,Male,4,1.1882740259170532
Labour,2015,E14000908,Rushcliffe,34.03641418236577,18.29028147804935,60,Male,4,1.936648964881897
Labour,2015,E14000909,Rutland and Melton,32.82305847848919,19.76200384440084,60,Female,3,0.9701529741287231
Conservatives,2015,E14000909,Rutland and Melton,32.82305847848919,19.76200384440084,68,Male,6,0.9683250188827515
Conservatives,2015,E14000909,Rutland and Melton,32.82305847848919,19.76200384440084,59,Female,5,0.9701529741287231
Conservatives,2015,E14000909,Rutland and Melton,32.82305847848919,19.76200384440084,68,Female,6,0.48507601022720337
Conservatives,2015,E14000929,Sleaford and North Hykeham,30.98977092637948,21.44863852470825,67,Male,6,0.9683250188827515
Conservatives,2015,E14000929,Sleaford and North Hykeham,30.98977092637948,21.44863852470825,73,Female,5,0.48507601022720337
Conservatives,2015,E14000929,Sleaford and North Hykeham,30.98977092637948,21.44863852470825,48,Female,7,0.9967989921569824
Conservatives,2015,E14000929,Sleaford and North Hykeham,30.98977092637948,21.44863852470825,76,Female,10,1.4855680465698242
Conservatives,2015,E14000929,Sleaford and North Hykeham,30.98977092637948,21.44863852470825,36,Male,6,1.1882740259170532
Conservatives,2015,E14000929,Sleaford and North Hykeham,30.98977092637948,21.44863852470825,65,Female,8,0.9701529741287231
Conservatives,2015,E14000929,Sleaford and North Hykeham,30.98977092637948,21.44863852470825,67,Male,7,0.9683250188827515
Conservatives,2015,E14000929,Sleaford and North Hykeham,30.98977092637948,21.44863852470825,62,Male,7,0.9683250188827515
Conservatives,2015,E14001025,Wellingborough,36.25222543543176,16.14747689786076,70,Male,6,0.9683250188827515
Labour,2015,E14001025,Wellingborough,36.25222543543176,16.14747689786076,30,Female,3,1.4195929765701294
Conservatives,2015,E14001025,Wellingborough,36.25222543543176,16.14747689786076,76,Female,9,0.7427840232849121
Conservatives,2015,E14001025,Wellingborough,36.25222543543176,16.14747689786076,86,Male,7,1.1135690212249756
Conservatives,2015,E14000552,Bedford,40.36866997803416,14.75372528842539,33,Male,5,1.453590989112854
Labour,2015,E14000552,Bedford,40.36866997803416,14.75372528842539,40,Male,4,1.340283989906311
Labour,2015,E14000552,Bedford,40.36866997803416,14.75372528842539,59,Female,,1.6413880586624146
Conservatives,2015,E14000594,Brentwood and Ongar,33.00128016179524,19.35303419860796,70,Female,5,0.5471299886703491
Conservatives,2015,E14000594,Brentwood and Ongar,33.00128016179524,19.35303419860796,50,Female,6,1.1243150234222412
Conservatives,2015,E14000594,Brentwood and Ongar,33.00128016179524,19.35303419860796,77,Male,5,1.2560219764709473
Conservatives,2015,E14000594,Brentwood and Ongar,33.00128016179524,19.35303419860796,52,Male,7,1.340283989906311
Conservatives,2015,E14000594,Brentwood and Ongar,33.00128016179524,19.35303419860796,45,Female,6,1.1243150234222412
Conservatives,2015,E14000594,Brentwood and Ongar,33.00128016179524,19.35303419860796,51,Male,6,1.340283989906311
Conservatives,2015,E14000606,Broxbourne,36.73853628909809,16.74967101933394,57,Female,8,0.5471299886703491
Conservatives,2015,E14000606,Broxbourne,36.73853628909809,16.74967101933394,54,Male,5,2.010425090789795
Conservatives,2015,E14000606,Broxbourne,36.73853628909809,16.74967101933394,60,Female,5,1.6413880586624146
Labour,2015,E14000622,Castle Point,32.02440604015407,21.58934678619718,79,Male,4,1.2560219764709473
Conservatives,2015,E14000622,Castle Point,32.02440604015407,21.58934678619718,69,Female,5,1.0942599773406982
Conservatives,2015,E14000622,Castle Point,32.02440604015407,21.58934678619718,71,Female,8,1.0942599773406982
Conservatives,2015,E14000622,Castle Point,32.02440604015407,21.58934678619718,19,Male,5,2.680999994277954
Labour,2015,E14000642,Clacton,28.80539837626964,30.20771096193723,19,Female,5,2.551971912384033
Conservatives,2015,E14000642,Clacton,28.80539837626964,30.20771096193723,59,Male,7,1.0921980142593384
Conservatives,2015,E14000642,Clacton,28.80539837626964,30.20771096193723,43,Male,8,1.340283989906311
Labour,2015,E14000644,Colchester,42.16646717613479,13.29067305036369,70,Male,5,0.5460990071296692
Labour,2015,E14000644,Colchester,42.16646717613479,13.29067305036369,25,Female,2,1.601194977760315
Conservatives,2015,E14000693,Epping Forest,34.50002103403307,17.43090320137983,36,Female,10,1.1243150234222412
Conservatives,2015,E14000693,Epping Forest,34.50002103403307,17.43090320137983,81,Male,6,0.6280109882354736
Conservatives,2015,E14000693,Epping Forest,34.50002103403307,17.43090320137983,81,Female,7,1.6756089925765991
Conservatives,2015,E14000717,Great Yarmouth,34.90650410682895,20.94122968430359,77,Female,7,1.6756089925765991
Conservatives,2015,E14000717,Great Yarmouth,34.90650410682895,20.94122968430359,18,Male,8,1.8015450239181519
Conservatives,2015,E14000717,Great Yarmouth,34.90650410682895,20.94122968430359,66,Female,6,0.5471299886703491
Conservatives,2015,E14000717,Great Yarmouth,34.90650410682895,20.94122968430359,36,Female,5,1.1243150234222412
Conservatives,2015,E14000717,Great Yarmouth,34.90650410682895,20.94122968430359,77,Female,8,0.8378049731254578
Labour,2015,E14000729,Harlow,37.8568405976368,15.55938934279483,61,Female,4,1.0942599773406982
Labour,2015,E14000729,Harlow,37.8568405976368,15.55938934279483,51,Female,5,1.1243150234222412
Conservatives,2015,E14000729,Harlow,37.8568405976368,15.55938934279483,50,Male,5,1.340283989906311
Conservatives,2015,E14000729,Harlow,37.8568405976368,15.55938934279483,81,Female,5,1.6756089925765991
Labour,2015,E14000729,Harlow,37.8568405976368,15.55938934279483,36,Male,0,1.340283989906311
Conservatives,2015,E14000734,Harwich and North Essex,32.71470878578479,21.07381814193266,63,Female,10,1.0942599773406982
Conservatives,2015,E14000734,Harwich and North Essex,32.71470878578479,21.07381814193266,71,Male,5,1.0921980142593384
Conservatives,2015,E14000739,Hemel Hempstead,37.51463404787857,15.12050381494489,44,Female,7,1.1243150234222412
Conservatives,2015,E14000739,Hemel Hempstead,37.51463404787857,15.12050381494489,59,Female,4,0.5471299886703491
Conservatives,2015,E14000739,Hemel Hempstead,37.51463404787857,15.12050381494489,31,Female,,1.601194977760315
Conservatives,2015,E14000739,Hemel Hempstead,37.51463404787857,15.12050381494489,23,Female,,1.2759859561920166
Conservatives,2015,E14000739,Hemel Hempstead,37.51463404787857,15.12050381494489,63,Male,8,2.680999994277954
Labour,2015,E14000739,Hemel Hempstead,37.51463404787857,15.12050381494489,90,Male,,0.6280109882354736
Conservatives,2015,E14000739,Hemel Hempstead,37.51463404787857,15.12050381494489,45,Female,4,1.1243150234222412
Conservatives,2015,E14000739,Hemel Hempstead,37.51463404787857,15.12050381494489,62,Female,6,0.5471299886703491
Conservatives,2015,E14000744,Hertford and Stortford,35.64862104187947,14.83820786985409,18,Male,9,1.8015450239181519
Labour,2015,E14000744,Hertford and Stortford,35.64862104187947,14.83820786985409,82,Male,5,0.6280109882354736
Conservatives,2015,E14000744,Hertford and Stortford,35.64862104187947,14.83820786985409,42,Male,9,0.6701419949531555
Labour,2015,E14000757,Huntingdon,35.89079031456365,16.13647660299652,31,Male,3,1.453590989112854
Conservatives,2015,E14000757,Huntingdon,35.89079031456365,16.13647660299652,65,Male,7,1.6382960081100464
Conservatives,2015,E14000757,Huntingdon,35.89079031456365,16.13647660299652,71,Male,10,1.0921980142593384
Conservatives,2015,E14000801,Luton South,47.45144309312035,10.40206934107823,49,Female,5,0.5621569752693176
Labour,2015,E14000801,Luton South,47.45144309312035,10.40206934107823,70,Female,,1.0942599773406982
Conservatives,2015,E14000801,Luton South,47.45144309312035,10.40206934107823,64,Female,5,1.0942599773406982
Conservatives,2015,E14000801,Luton South,47.45144309312035,10.40206934107823,56,Female,8,1.6413880586624146
Conservatives,2015,E14000806,Maldon,32.12946383323761,18.99050643602824,48,Female,6,0.5621569752693176
Labour,2015,E14000806,Maldon,32.12946383323761,18.99050643602824,59,Female,5,0.5471299886703491
Conservatives,2015,E14000806,Maldon,32.12946383323761,18.99050643602824,41,Female,5,0.5621569752693176
Conservatives,2015,E14000806,Maldon,32.12946383323761,18.99050643602824,64,Female,8,0.5471299886703491
Conservatives,2015,E14000816,Mid Norfolk,32.51602564102564,22.20452724358974,35,Male,5,1.340283989906311
Conservatives,2015,E14000842,North East Cambridgeshire,33.98501459386345,19.74887876414893,74,Female,8,0.5471299886703491
Labour,2015,E14000842,North East Cambridgeshire,33.98501459386345,19.74887876414893,32,Female,3,1.601194977760315
Conservatives,2015,E14000842,North East Cambridgeshire,33.98501459386345,19.74887876414893,67,Female,9,1.6413880586624146
Conservatives,2015,E14000842,North East Cambridgeshire,33.98501459386345,19.74887876414893,39,Female,5,1.1243150234222412
Conservatives,2015,E14000845,North East Hertfordshire,33.94727452091598,17.72348508700124,67,Female,6,1.0942599773406982
Conservatives,2015,E14000845,North East Hertfordshire,33.94727452091598,17.72348508700124,61,Male,5,1.6382960081100464
Conservatives,2015,E14000845,North East Hertfordshire,33.94727452091598,17.72348508700124,66,Female,7,1.0942599773406982
Conservatives,2015,E14000845,North East Hertfordshire,33.94727452091598,17.72348508700124,83,Female,7,0.8378049731254578
Conservatives,2015,E14000845,North East Hertfordshire,33.94727452091598,17.72348508700124,61,Female,6,1.0942599773406982
Conservatives,2015,E14000845,North East Hertfordshire,33.94727452091598,17.72348508700124,96,Male,6,0.6280109882354736
Conservatives,2015,E14000845,North East Hertfordshire,33.94727452091598,17.72348508700124,36,Male,5,1.340283989906311
Labour,2015,E14000845,North East Hertfordshire,33.94727452091598,17.72348508700124,63,Female,5,0.5471299886703491
Labour,2015,E14000845,North East Hertfordshire,33.94727452091598,17.72348508700124,65,Female,3,1.0942599773406982
Labour,2015,E14000845,North East Hertfordshire,33.94727452091598,17.72348508700124,39,Male,3,1.340283989906311
Labour,2015,E14000864,Norwich South,43.10644460535843,15.53429192096824,38,Male,,1.340283989906311
Labour,2015,E14000864,Norwich South,43.10644460535843,15.53429192096824,69,Female,4,0.5471299886703491
Labour,2015,E14000864,Norwich South,43.10644460535843,15.53429192096824,34,Female,10,0.8005970120429993
Conservatives,2015,E14000910,Saffron Walden,33.86655420316009,17.76596475053698,71,Female,,0.5471299886703491
Conservatives,2015,E14000910,Saffron Walden,33.86655420316009,17.76596475053698,70,Female,7,0.5471299886703491
Conservatives,2015,E14000910,Saffron Walden,33.86655420316009,17.76596475053698,47,Female,6,0.5621569752693176
Conservatives,2015,E14000910,Saffron Walden,33.86655420316009,17.76596475053698,75,Female,8,0.8378049731254578
Conservatives,2015,E14000910,Saffron Walden,33.86655420316009,17.76596475053698,49,Female,9,0.5621569752693176
Conservatives,2015,E14000910,Saffron Walden,33.86655420316009,17.76596475053698,77,Male,6,0.6280109882354736
Labour,2015,E14000910,Saffron Walden,33.86655420316009,17.76596475053698,23,Female,5,0.6379929780960083
Conservatives,2015,E14000910,Saffron Walden,33.86655420316009,17.76596475053698,51,Female,7,0.5621569752693176
Labour,2015,E14000934,South Cambridgeshire,34.67447430491681,16.77306546941452,82,Female,3,0.8378049731254578
Conservatives,2015,E14000934,South Cambridgeshire,34.67447430491681,16.77306546941452,41,Male,7,1.340283989906311
Conservatives,2015,E14000934,South Cambridgeshire,34.67447430491681,16.77306546941452,42,Male,8,1.340283989906311
Conservatives,2015,E14000934,South Cambridgeshire,34.67447430491681,16.77306546941452,53,Male,7,0.6701419949531555
Conservatives,2015,E14000934,South Cambridgeshire,34.67447430491681,16.77306546941452,34,Female,6,1.601194977760315
Conservatives,2015,E14000934,South Cambridgeshire,34.67447430491681,16.77306546941452,78,Female,9,0.8378049731254578
Conservatives,2015,E14000934,South Cambridgeshire,34.67447430491681,16.77306546941452,42,Female,4,1.1243150234222412
Labour,2015,E14000934,South Cambridgeshire,34.67447430491681,16.77306546941452,42,Male,7,2.010425090789795
Conservatives,2015,E14000934,South Cambridgeshire,34.67447430491681,16.77306546941452,33,Female,5,1.601194977760315
Conservatives,2015,E14000937,South East Cambridgeshire,34.88617255769783,16.67552426837662,56,Male,10,1.0921980142593384
Conservatives,2015,E14000937,South East Cambridgeshire,34.88617255769783,16.67552426837662,70,Female,10,0.5471299886703491
Conservatives,2015,E14000937,South East Cambridgeshire,34.88617255769783,16.67552426837662,34,Female,4,1.601194977760315
Conservatives,2015,E14000937,South East Cambridgeshire,34.88617255769783,16.67552426837662,54,Male,6,1.340283989906311
Conservatives,2015,E14000937,South East Cambridgeshire,34.88617255769783,16.67552426837662,52,Female,7,1.6864709854125977
Labour,2015,E14000937,South East Cambridgeshire,34.88617255769783,16.67552426837662,64,Female,3,0.5471299886703491
Conservatives,2015,E14000937,South East Cambridgeshire,34.88617255769783,16.67552426837662,40,Female,6,1.1243150234222412
Conservatives,2015,E14000946,South Suffolk,31.29087104368297,21.71614787688552,61,Male,8,1.0921980142593384
Conservatives,2015,E14000946,South Suffolk,31.29087104368297,21.71614787688552,42,Female,3,1.6864709854125977
Conservatives,2015,E14000946,South Suffolk,31.29087104368297,21.71614787688552,57,Male,7,2.1843950748443604
Conservatives,2015,E14000946,South Suffolk,31.29087104368297,21.71614787688552,81,Female,7,0.8378049731254578
Labour,2015,E14000946,South Suffolk,31.29087104368297,21.71614787688552,54,Female,,1.1243150234222412
Conservatives,2015,E14000946,South Suffolk,31.29087104368297,21.71614787688552,-1,Female,,0.621953010559082
Conservatives,2015,E14000951,South West Hertfordshire,34.38547512558281,17.05457273357453,73,Female,7,0.5471299886703491
Conservatives,2015,E14000951,South West Hertfordshire,34.38547512558281,17.05457273357453,50,Female,7,1.1243150234222412
Conservatives,2015,E14000951,South West Hertfordshire,34.38547512558281,17.05457273357453,49,Female,8,0.5621569752693176
Conservatives,2015,E14000951,South West Hertfordshire,34.38547512558281,17.05457273357453,61,Male,4,1.0921980142593384
Conservatives,2015,E14000951,South West Hertfordshire,34.38547512558281,17.05457273357453,60,Male,7,0.5460990071296692
Labour,2015,E14000951,South West Hertfordshire,34.38547512558281,17.05457273357453,40,Female,4,1.1243150234222412
Conservatives,2015,E14000951,South West Hertfordshire,34.38547512558281,17.05457273357453,52,Female,6,1.1243150234222412
Labour,2015,E14000960,St. Albans,36.5061486950022,14.64218793197014,26,Female,5,0.8005970120429993
Conservatives,2015,E14000960,St. Albans,36.5061486950022,14.64218793197014,47,Female,5,0.5621569752693176
Conservatives,2015,E14000960,St. Albans,36.5061486950022,14.64218793197014,78,Female,5,0.8378049731254578
Conservatives,2015,E14000960,St. Albans,36.5061486950022,14.64218793197014,28,Female,,1.601194977760315
Conservatives,2015,E14000968,Stevenage,38.52237981994224,14.75072192967556,81,Female,7,0.8378049731254578
Labour,2015,E14000968,Stevenage,38.52237981994224,14.75072192967556,75,Female,5,1.6756089925765991
Conservatives,2015,E14000981,Suffolk Coastal,29.18515673173148,25.28227885208285,56,Female,,1.0942599773406982
Labour,2015,E14000981,Suffolk Coastal,29.18515673173148,25.28227885208285,51,Female,5,1.1243150234222412
Conservatives,2015,E14000981,Suffolk Coastal,29.18515673173148,25.28227885208285,54,Female,7,1.6864709854125977
Labour,2015,E14000981,Suffolk Coastal,29.18515673173148,25.28227885208285,49,Female,2,0.5621569752693176
Conservatives,2015,E14000981,Suffolk Coastal,29.18515673173148,25.28227885208285,89,Male,8,1.2560219764709473
Labour,2015,E14000995,Thurrock,41.67304632058836,11.29499806459937,45,Male,4,2.010425090789795
Labour,2015,E14000995,Thurrock,41.67304632058836,11.29499806459937,35,Female,4,1.1243150234222412
Labour,2015,E14000995,Thurrock,41.67304632058836,11.29499806459937,36,Female,6,0.5621569752693176
Conservatives,2015,E14000995,Thurrock,41.67304632058836,11.29499806459937,46,Male,4,1.340283989906311
Labour,2015,E14000995,Thurrock,41.67304632058836,11.29499806459937,27,Female,5,1.601194977760315
Conservatives,2015,E14001027,Welwyn Hatfield,42.50052204947131,14.89074928336845,26,Female,5,1.601194977760315
Labour,2015,E14001027,Welwyn Hatfield,42.50052204947131,14.89074928336845,68,Female,3,1.0942599773406982
Conservatives,2015,E14001027,Welwyn Hatfield,42.50052204947131,14.89074928336845,72,Female,8,0.5471299886703491
