vote_decision,year,ons_const_code,constituency_name,under_30,over_65,age,gender,left_right,weight
Conservatives,2015,E14001027,Welwyn Hatfield,42.50052204947131,14.89074928336845,22,Female,5,1.9139779806137085
Conservatives,2015,E14001027,Welwyn Hatfield,42.50052204947131,14.89074928336845,50,Male,6,0.6701419949531555
Conservatives,2015,E14000553,Bermondsey and Old Southwark,47.23684418520099,6.930810451937212,47,Female,5,0.6097970008850098
Conservatives,2015,E14000558,Bexleyheath and Crayford,38.18299790547309,15.95027775248156,66,Female,5,1.1869920492172241
Conservatives,2015,E14000558,Bexleyheath and Crayford,38.18299790547309,15.95027775248156,53,Female,5,1.8293910026550293
Conservatives,2015,E14000558,Bexleyheath and Crayford,38.18299790547309,15.95027775248156,48,Male,8,0.7269330024719238
Conservatives,2015,E14000558,Bexleyheath and Crayford,38.18299790547309,15.95027775248156,79,Male,7,1.3624639511108398
Conservatives,2015,E14000558,Bexleyheath and Crayford,38.18299790547309,15.95027775248156,82,Female,6,0.9088039994239807
Labour,2015,E14000591,Brent Central,45.52379982246541,9.388233239715364,23,Female,5,2.0761780738830566
Conservatives,2015,E14000591,Brent Central,45.52379982246541,9.388233239715364,42,Male,5,2.680999994277954
Labour,2015,E14000592,Brent North,43.03648703340494,11.99293297219887,-1,Male,6,2.492666006088257
Labour,2015,E14000592,Brent North,43.03648703340494,11.99293297219887,25,Male,5,2.680999994277954
Conservatives,2015,E14000604,Bromley and Chislehurst,36.18855279636253,16.54462784741575,56,Female,5,0.5934960246086121
Conservatives,2015,E14000604,Bromley and Chislehurst,36.18855279636253,16.54462784741575,49,Female,5,1.2195940017700195
Conservatives,2015,E14000604,Bromley and Chislehurst,36.18855279636253,16.54462784741575,42,Male,7,1.4538660049438477
Conservatives,2015,E14000604,Bromley and Chislehurst,36.18855279636253,16.54462784741575,40,Female,6,0.6097970008850098
Conservatives,2015,E14000604,Bromley and Chislehurst,36.18855279636253,16.54462784741575,57,Female,5,0.5934960246086121
Labour,2015,E14000604,Bromley and Chislehurst,36.18855279636253,16.54462784741575,44,Female,3,1.2195940017700195
Conservatives,2015,E14000604,Bromley and Chislehurst,36.18855279636253,16.54462784741575,82,Female,5,1.8176089525222778
Conservatives,2015,E14000604,Bromley and Chislehurst,36.18855279636253,16.54462784741575,67,Male,5,1.1847560405731201
Labour,2015,E14000615,Camberwell and Peckham,44.40771085876735,7.785124494913196,46,Male,4,1.4538660049438477
Labour,2015,E14000615,Camberwell and Peckham,44.40771085876735,7.785124494913196,58,Female,5,1.1869920492172241
Labour,2015,E14000615,Camberwell and Peckham,44.40771085876735,7.785124494913196,57,Female,4,0.5934960246086121
Labour,2015,E14000615,Camberwell and Peckham,44.40771085876735,7.785124494913196,59,Male,5,0.5923780202865601
Conservatives,2015,E14000629,Chelsea and Fulham,39.45239694598711,11.56891870157147,79,Female,8,0.9088039994239807
Conservatives,2015,E14000629,Chelsea and Fulham,39.45239694598711,11.56891870157147,26,Male,4,2.680999994277954
Labour,2015,E14000639,Cities of London and Westminster,37.6809090909091,11.94181818181818,29,Female,5,0.86844402551651
Labour,2015,E14000655,Croydon North,43.92255446767222,9.732880538649262,27,Female,4,0.86844402551651
Labour,2015,E14000655,Croydon North,43.92255446767222,9.732880538649262,50,Female,3,0.6097970008850098
Conservatives,2015,E14000655,Croydon North,43.92255446767222,9.732880538649262,63,Male,4,0.5923780202865601
Labour,2015,E14000657,Dagenham and Rainham,41.56332647663826,14.58614947595259,31,Female,,1.73688805103302
Conservatives,2015,E14000657,Dagenham and Rainham,41.56332647663826,14.58614947595259,49,Female,5,0.6097970008850098
Labour,2015,E14000657,Dagenham and Rainham,41.56332647663826,14.58614947595259,46,Female,7,0.6097970008850098
Labour,2015,E14000673,Dulwich and West Norwood,41.3507987914096,8.67091241338134,40,Male,2,0.7269330024719238
Labour,2015,E14000673,Dulwich and West Norwood,41.3507987914096,8.67091241338134,75,Male,6,1.3624639511108398
Labour,2015,E14000673,Dulwich and West Norwood,41.3507987914096,8.67091241338134,37,Male,3,1.4538660049438477
Labour,2015,E14000673,Dulwich and West Norwood,41.3507987914096,8.67091241338134,77,Male,10,0.6812319755554199
Labour,2015,E14000673,Dulwich and West Norwood,41.3507987914096,8.67091241338134,75,Female,3,0.9088039994239807
Labour,2015,E14000673,Dulwich and West Norwood,41.3507987914096,8.67091241338134,47,Female,5,0.6097970008850098
Conservatives,2015,E14000673,Dulwich and West Norwood,41.3507987914096,8.67091241338134,41,Male,,1.4538660049438477
Labour,2015,E14000673,Dulwich and West Norwood,41.3507987914096,8.67091241338134,-1,Male,3,0.6231669783592224
Labour,2015,E14000673,Dulwich and West Norwood,41.3507987914096,8.67091241338134,62,Female,3,0.5934960246086121
Labour,2015,E14000673,Dulwich and West Norwood,41.3507987914096,8.67091241338134,50,Female,,0.6097970008850098
Labour,2015,E14000676,"Ealing, Southall",43.33643132168353,10.35204722559824,57,Female,5,2.3739840984344482
Labour,2015,E14000676,"Ealing, Southall",43.33643132168353,10.35204722559824,23,Female,5,1.384119987487793
Labour,2015,E14000676,"Ealing, Southall",43.33643132168353,10.35204722559824,36,Female,5,0.6097970008850098
Labour,2015,E14000676,"Ealing, Southall",43.33643132168353,10.35204722559824,50,Female,7,1.2195940017700195
Conservatives,2015,E14000676,"Ealing, Southall",43.33643132168353,10.35204722559824,45,Female,6,0.6097970008850098
Labour,2015,E14000676,"Ealing, Southall",43.33643132168353,10.35204722559824,34,Female,2,1.73688805103302
Labour,2015,E14000676,"Ealing, Southall",43.33643132168353,10.35204722559824,33,Male,3,0.7883880138397217
Conservatives,2015,E14000676,"Ealing, Southall",43.33643132168353,10.35204722559824,26,Female,5,1.73688805103302
Labour,2015,E14000676,"Ealing, Southall",43.33643132168353,10.35204722559824,50,Male,3,0.7269330024719238
Conservatives,2015,E14000676,"Ealing, Southall",43.33643132168353,10.35204722559824,80,Female,7,0.9088039994239807
Conservatives,2015,E14000687,Edmonton,46.2827617594303,10.41861876333003,86,Female,6,1.8176089525222778
Labour,2015,E14000687,Edmonton,46.2827617594303,10.41861876333003,23,Male,4,1.9542169570922852
Labour,2015,E14000687,Edmonton,46.2827617594303,10.41861876333003,88,Male,3,0.6812319755554199
Labour,2015,E14000687,Edmonton,46.2827617594303,10.41861876333003,50,Female,3,0.6097970008850098
Labour,2015,E14000687,Edmonton,46.2827617594303,10.41861876333003,63,Male,5,1.1847560405731201
Conservatives,2015,E14000687,Edmonton,46.2827617594303,10.41861876333003,67,Female,10,1.7804880142211914
Labour,2015,E14000691,Enfield North,42.63437260438803,12.12579934596761,45,Female,4,1.2195940017700195
Labour,2015,E14000691,Enfield North,42.63437260438803,12.12579934596761,32,Male,10,1.5767749547958374
Conservatives,2015,E14000691,Enfield North,42.63437260438803,12.12579934596761,62,Male,,1.1847560405731201
Labour,2015,E14000703,Finchley and Golders Green,40.71040063677368,13.65000663305917,31,Male,6,2.680999994277954
Labour,2015,E14000703,Finchley and Golders Green,40.71040063677368,13.65000663305917,26,Female,3,1.73688805103302
Labour,2015,E14000703,Finchley and Golders Green,40.71040063677368,13.65000663305917,19,Male,7,2.680999994277954
Conservatives,2015,E14000703,Finchley and Golders Green,40.71040063677368,13.65000663305917,55,Female,,2.3739840984344482
Labour,2015,E14000703,Finchley and Golders Green,40.71040063677368,13.65000663305917,38,Male,6,1.4538660049438477
Labour,2015,E14000703,Finchley and Golders Green,40.71040063677368,13.65000663305917,29,Male,2,2.680999994277954
Labour,2015,E14000703,Finchley and Golders Green,40.71040063677368,13.65000663305917,68,Female,2,0.5934960246086121
Labour,2015,E14000720,Hackney North and Stoke Newington,48.08647567871536,6.858227373551188,37,Male,3,0.7269330024719238
Labour,2015,E14000720,Hackney North and Stoke Newington,48.08647567871536,6.858227373551188,26,Male,4,0.7883880138397217
Conservatives,2015,E14000720,Hackney North and Stoke Newington,48.08647567871536,6.858227373551188,33,Male,5,1.5767749547958374
Labour,2015,E14000726,Hammersmith,43.42332284583375,8.693629689772997,22,Female,0,2.680999994277954
Labour,2015,E14000726,Hammersmith,43.42332284583375,8.693629689772997,-1,Male,5,0.6231669783592224
Labour,2015,E14000726,Hammersmith,43.42332284583375,8.693629689772997,35,Male,4,0.7269330024719238
Conservatives,2015,E14000726,Hammersmith,43.42332284583375,8.693629689772997,-1,Female,7,0.6746609807014465
Conservatives,2015,E14000727,Hampstead and Kilburn,39.19562424512843,11.03862634530614,54,Female,,1.2195940017700195
Labour,2015,E14000727,Hampstead and Kilburn,39.19562424512843,11.03862634530614,45,Male,5,1.4538660049438477
Labour,2015,E14000731,Harrow East,40.21935023756517,14.7714459189869,20,Female,5,2.680999994277954
Labour,2015,E14000731,Harrow East,40.21935023756517,14.7714459189869,31,Female,6,1.73688805103302
Labour,2015,E14000731,Harrow East,40.21935023756517,14.7714459189869,62,Male,3,1.1847560405731201
Labour,2015,E14000731,Harrow East,40.21935023756517,14.7714459189869,72,Female,8,0.5934960246086121
Conservatives,2015,E14000731,Harrow East,40.21935023756517,14.7714459189869,75,Male,5,0.6812319755554199
Labour,2015,E14000731,Harrow East,40.21935023756517,14.7714459189869,93,Male,6,0.6812319755554199
Conservatives,2015,E14000731,Harrow East,40.21935023756517,14.7714459189869,37,Male,5,1.4538660049438477
Conservatives,2015,E14000731,Harrow East,40.21935023756517,14.7714459189869,43,Female,6,0.6097970008850098
Labour,2015,E14000737,Hayes and Harlington,45.93173708152869,9.737317606893482,84,Female,5,0.9088039994239807
Labour,2015,E14000737,Hayes and Harlington,45.93173708152869,9.737317606893482,54,Female,3,1.2195940017700195
Conservatives,2015,E14000737,Hayes and Harlington,45.93173708152869,9.737317606893482,76,Female,5,1.8176089525222778
Labour,2015,E14000737,Hayes and Harlington,45.93173708152869,9.737317606893482,-1,Female,5,0.6746609807014465
Conservatives,2015,E14000737,Hayes and Harlington,45.93173708152869,9.737317606893482,59,Male,4,1.7771339416503906
Labour,2015,E14000737,Hayes and Harlington,45.93173708152869,9.737317606893482,32,Male,4,1.5767749547958374
Labour,2015,E14000741,Hendon,44.40208392229717,11.60050078752877,56,Female,,0.5934960246086121
Labour,2015,E14000741,Hendon,44.40208392229717,11.60050078752877,34,Female,,0.86844402551651
Conservatives,2015,E14000741,Hendon,44.40208392229717,11.60050078752877,21,Male,,1.9542169570922852
Labour,2015,E14000741,Hendon,44.40208392229717,11.60050078752877,-1,Male,,0.6231669783592224
Labour,2015,E14000751,Hornchurch and Upminster,35.0212939735138,19.26180891818836,36,Female,5,0.6097970008850098
Conservatives,2015,E14000751,Hornchurch and Upminster,35.0212939735138,19.26180891818836,66,Female,5,1.1869920492172241
Labour,2015,E14000751,Hornchurch and Upminster,35.0212939735138,19.26180891818836,35,Female,5,0.6097970008850098
Conservatives,2015,E14000751,Hornchurch and Upminster,35.0212939735138,19.26180891818836,83,Female,5,0.9088039994239807
Conservatives,2015,E14000751,Hornchurch and Upminster,35.0212939735138,19.26180891818836,30,Male,,1.5767749547958374
Conservatives,2015,E14000751,Hornchurch and Upminster,35.0212939735138,19.26180891818836,44,Female,,0.6097970008850098
Labour,2015,E14000759,Ilford North,40.29964226184094,13.51996802776126,32,Male,5,0.7883880138397217
Conservatives,2015,E14000759,Ilford North,40.29964226184094,13.51996802776126,47,Male,6,1.4538660049438477
Labour,2015,E14000759,Ilford North,40.29964226184094,13.51996802776126,62,Female,3,0.5934960246086121
Conservatives,2015,E14000759,Ilford North,40.29964226184094,13.51996802776126,39,Female,9,0.6097970008850098
Conservatives,2015,E14000759,Ilford North,40.29964226184094,13.51996802776126,57,Female,5,0.5934960246086121
Labour,2015,E14000759,Ilford North,40.29964226184094,13.51996802776126,60,Female,5,0.5934960246086121
Labour,2015,E14000763,Islington North,43.63045936464061,8.59484483275184,31,Male,3,1.5767749547958374
Labour,2015,E14000763,Islington North,43.63045936464061,8.59484483275184,47,Female,3,0.6097970008850098
Labour,2015,E14000763,Islington North,43.63045936464061,8.59484483275184,67,Female,5,2.3739840984344482
Labour,2015,E14000763,Islington North,43.63045936464061,8.59484483275184,43,Female,4,0.6097970008850098
Labour,2015,E14000763,Islington North,43.63045936464061,8.59484483275184,26,Female,7,0.86844402551651
Labour,2015,E14000763,Islington North,43.63045936464061,8.59484483275184,24,Female,4,0.6920599937438965
Labour,2015,E14000763,Islington North,43.63045936464061,8.59484483275184,34,Male,4,1.5767749547958374
Labour,2015,E14000763,Islington North,43.63045936464061,8.59484483275184,42,Female,4,1.2195940017700195
Labour,2015,E14000763,Islington North,43.63045936464061,8.59484483275184,20,Female,1,1.384119987487793
Conservatives,2015,E14000770,Kingston and Surbiton,39.98830528296131,12.95486517177675,58,Female,5,1.1869920492172241
Conservatives,2015,E14000770,Kingston and Surbiton,39.98830528296131,12.95486517177675,32,Male,5,0.7883880138397217
Conservatives,2015,E14000770,Kingston and Surbiton,39.98830528296131,12.95486517177675,29,Female,4,0.86844402551651
Conservatives,2015,E14000770,Kingston and Surbiton,39.98830528296131,12.95486517177675,56,Male,5,1.1847560405731201
Conservatives,2015,E14000788,Lewisham West and Penge,39.25542252790278,10.16104837111885,46,Male,5,0.7269330024719238
Labour,2015,E14000788,Lewisham West and Penge,39.25542252790278,10.16104837111885,19,Female,5,2.0761780738830566
Labour,2015,E14000788,Lewisham West and Penge,39.25542252790278,10.16104837111885,47,Male,0,0.7269330024719238
Labour,2015,E14000790,Leyton and Wanstead,44.86144572531027,9.435320541739056,57,Female,7,1.1869920492172241
Labour,2015,E14000790,Leyton and Wanstead,44.86144572531027,9.435320541739056,41,Female,5,0.6097970008850098
Labour,2015,E14000790,Leyton and Wanstead,44.86144572531027,9.435320541739056,55,Female,5,1.1869920492172241
Labour,2015,E14000790,Leyton and Wanstead,44.86144572531027,9.435320541739056,19,Female,7,2.680999994277954
Labour,2015,E14000790,Leyton and Wanstead,44.86144572531027,9.435320541739056,34,Female,1,1.73688805103302
Conservatives,2015,E14000790,Leyton and Wanstead,44.86144572531027,9.435320541739056,81,Female,,0.9088039994239807
Conservatives,2015,E14000790,Leyton and Wanstead,44.86144572531027,9.435320541739056,-1,Male,5,0.6231669783592224
Labour,2015,E14000790,Leyton and Wanstead,44.86144572531027,9.435320541739056,29,Female,2,1.73688805103302
Labour,2015,E14000790,Leyton and Wanstead,44.86144572531027,9.435320541739056,67,Female,3,0.5934960246086121
Conservatives,2015,E14000790,Leyton and Wanstead,44.86144572531027,9.435320541739056,53,Female,5,1.2195940017700195
Conservatives,2015,E14000887,Putney,42.34549659514326,10.08394363784316,64,Female,4,1.1869920492172241
Conservatives,2015,E14000887,Putney,42.34549659514326,10.08394363784316,35,Male,6,1.4538660049438477
Conservatives,2015,E14000887,Putney,42.34549659514326,10.08394363784316,71,Female,8,1.1869920492172241
Conservatives,2015,E14000887,Putney,42.34549659514326,10.08394363784316,26,Male,4,2.680999994277954
Labour,2015,E14000887,Putney,42.34549659514326,10.08394363784316,27,Male,5,2.680999994277954
Labour,2015,E14000900,Romford,37.51225311281206,16.27839072309008,48,Female,,2.439188003540039
Conservatives,2015,E14000900,Romford,37.51225311281206,16.27839072309008,40,Male,5,1.4538660049438477
Conservatives,2015,E14000900,Romford,37.51225311281206,16.27839072309008,45,Female,5,1.2195940017700195
Conservatives,2015,E14000900,Romford,37.51225311281206,16.27839072309008,67,Male,7,1.1847560405731201
Labour,2015,E14000978,Streatham,44.06411348504077,7.925525441997113,43,Male,4,1.4538660049438477
Labour,2015,E14000978,Streatham,44.06411348504077,7.925525441997113,46,Male,5,0.7269330024719238
Conservatives,2015,E14000978,Streatham,44.06411348504077,7.925525441997113,35,Female,7,1.2195940017700195
Labour,2015,E14000978,Streatham,44.06411348504077,7.925525441997113,27,Female,3,1.73688805103302
Conservatives,2015,E14000978,Streatham,44.06411348504077,7.925525441997113,50,Male,7,1.4538660049438477
Labour,2015,E14000978,Streatham,44.06411348504077,7.925525441997113,38,Female,5,1.2195940017700195
Labour,2015,E14000978,Streatham,44.06411348504077,7.925525441997113,33,Female,5,0.86844402551651
Labour,2015,E14000978,Streatham,44.06411348504077,7.925525441997113,50,Female,3,1.2195940017700195
Conservatives,2015,E14000978,Streatham,44.06411348504077,7.925525441997113,30,Male,5,1.5767749547958374
Labour,2015,E14000978,Streatham,44.06411348504077,7.925525441997113,35,Male,4,1.4538660049438477
Conservatives,2015,E14000984,Sutton and Cheam,35.60491014932929,15.54247869737619,39,Male,5,1.4538660049438477
Conservatives,2015,E14000984,Sutton and Cheam,35.60491014932929,15.54247869737619,62,Female,5,1.1869920492172241
Conservatives,2015,E14000984,Sutton and Cheam,35.60491014932929,15.54247869737619,59,Male,6,1.1847560405731201
Conservatives,2015,E14000998,Tooting,43.11628777247638,8.491907568528394,71,Male,6,1.1847560405731201
Labour,2015,E14000998,Tooting,43.11628777247638,8.491907568528394,29,Male,5,0.7883880138397217
Labour,2015,E14000998,Tooting,43.11628777247638,8.491907568528394,52,Male,5,1.4538660049438477
Conservatives,2015,E14000998,Tooting,43.11628777247638,8.491907568528394,36,Male,5,1.4538660049438477
Labour,2015,E14001013,Walthamstow,45.24235370248869,8.168034297115842,53,Female,4,0.6097970008850098
Labour,2015,E14001013,Walthamstow,45.24235370248869,8.168034297115842,73,Male,,0.5923780202865601
Labour,2015,E14001013,Walthamstow,45.24235370248869,8.168034297115842,50,Male,3,0.7269330024719238
Labour,2015,E14001032,West Ham,51.0484248333776,6.824878906299403,22,Female,,2.680999994277954
Labour,2015,E14001032,West Ham,51.0484248333776,6.824878906299403,25,Male,5,2.680999994277954
Labour,2015,E14001032,West Ham,51.0484248333776,6.824878906299403,63,Female,5,0.5934960246086121
Labour,2015,E14001032,West Ham,51.0484248333776,6.824878906299403,29,Female,,0.86844402551651
Labour,2015,E14001032,West Ham,51.0484248333776,6.824878906299403,30,Female,5,0.86844402551651
Labour,2015,E14001040,Wimbledon,37.14819233362726,12.31910368795062,45,Female,3,0.6097970008850098
Labour,2015,E14001040,Wimbledon,37.14819233362726,12.31910368795062,62,Male,5,0.5923780202865601
Conservatives,2015,E14001040,Wimbledon,37.14819233362726,12.31910368795062,37,Male,4,0.7269330024719238
Conservatives,2015,E14001040,Wimbledon,37.14819233362726,12.31910368795062,47,Female,3,1.2195940017700195
Conservatives,2015,E14001040,Wimbledon,37.14819233362726,12.31910368795062,37,Female,7,0.6097970008850098
Conservatives,2015,E14001040,Wimbledon,37.14819233362726,12.31910368795062,69,Male,6,0.5923780202865601
Conservatives,2015,E14000554,Berwick-upon-Tweed,29.59137853614728,22.13344251036742,54,Female,,1.4630060195922852
Conservatives,2015,E14000554,Berwick-upon-Tweed,29.59137853614728,22.13344251036742,71,Female,10,0.47463300824165344
Conservatives,2015,E14000554,Berwick-upon-Tweed,29.59137853614728,22.13344251036742,65,Female,6,0.9492650032043457
Conservatives,2015,E14000554,Berwick-upon-Tweed,29.59137853614728,22.13344251036742,64,Male,7,0.9474769830703735
Conservatives,2015,E14000554,Berwick-upon-Tweed,29.59137853614728,22.13344251036742,61,Male,9,0.47373801469802856
Conservatives,2015,E14000554,Berwick-upon-Tweed,29.59137853614728,22.13344251036742,33,Female,7,0.6945149898529053
Labour,2015,E14000554,Berwick-upon-Tweed,29.59137853614728,22.13344251036742,30,Female,2,2.0835421085357666
Conservatives,2015,E14000554,Berwick-upon-Tweed,29.59137853614728,22.13344251036742,76,Male,7,0.5447970032691956
Conservatives,2015,E14000554,Berwick-upon-Tweed,29.59137853614728,22.13344251036742,57,Female,8,0.9492650032043457
Conservatives,2015,E14000554,Berwick-upon-Tweed,29.59137853614728,22.13344251036742,70,Male,6,0.9474769830703735
Labour,2015,E14000569,Bishop Auckland,33.20748654510403,19.07324742090587,72,Male,5,0.47373801469802856
Conservatives,2015,E14000569,Bishop Auckland,33.20748654510403,19.07324742090587,63,Male,8,0.9474769830703735
Conservatives,2015,E14000569,Bishop Auckland,33.20748654510403,19.07324742090587,53,Female,5,1.9506750106811523
Labour,2015,E14000574,Blaydon,32.59591531586639,19.81287026653527,68,Male,1,0.47373801469802856
Labour,2015,E14000574,Blaydon,32.59591531586639,19.81287026653527,79,Male,,0.5447970032691956
Conservatives,2015,E14000574,Blaydon,32.59591531586639,19.81287026653527,86,Female,8,0.7267919778823853
Labour,2015,E14000574,Blaydon,32.59591531586639,19.81287026653527,46,Female,3,0.4876689910888672
Labour,2015,E14000574,Blaydon,32.59591531586639,19.81287026653527,83,Female,2,0.7267919778823853
Conservatives,2015,E14000574,Blaydon,32.59591531586639,19.81287026653527,79,Male,7,1.0895940065383911
Conservatives,2015,E14000574,Blaydon,32.59591531586639,19.81287026653527,62,Female,,1.898529052734375
Conservatives,2015,E14000574,Blaydon,32.59591531586639,19.81287026653527,46,Female,5,0.9753379821777344
Labour,2015,E14000575,Blyth Valley,34.54133910969406,17.12098717355855,25,Male,6,1.8914740085601807
Conservatives,2015,E14000575,Blyth Valley,34.54133910969406,17.12098717355855,51,Male,5,1.1626900434494019
Labour,2015,E14000575,Blyth Valley,34.54133910969406,17.12098717355855,74,Male,,0.9474769830703735
Labour,2015,E14000658,Darlington,36.81153395976678,17.18279969808679,79,Female,3,0.7267919778823853
Labour,2015,E14000658,Darlington,36.81153395976678,17.18279969808679,54,Female,5,0.9753379821777344
Labour,2015,E14000658,Darlington,36.81153395976678,17.18279969808679,56,Female,5,0.47463300824165344
Conservatives,2015,E14000709,Gateshead,38.66738619770173,15.53552155418704,59,Female,,0.47463300824165344
Labour,2015,E14000709,Gateshead,38.66738619770173,15.53552155418704,43,Female,,0.9753379821777344
Labour,2015,E14000709,Gateshead,38.66738619770173,15.53552155418704,73,Female,5,0.47463300824165344
Labour,2015,E14000709,Gateshead,38.66738619770173,15.53552155418704,79,Female,5,0.7267919778823853
Conservatives,2015,E14000746,Hexham,29.71299648460045,21.9948580723018,71,Female,,0.9492650032043457
Conservatives,2015,E14000746,Hexham,29.71299648460045,21.9948580723018,71,Female,6,0.9492650032043457
Labour,2015,E14000746,Hexham,29.71299648460045,21.9948580723018,39,Male,4,1.1626900434494019
Conservatives,2015,E14000746,Hexham,29.71299648460045,21.9948580723018,59,Female,2,0.9492650032043457
Conservatives,2015,E14000746,Hexham,29.71299648460045,21.9948580723018,46,Male,5,2.325378894805908
Conservatives,2015,E14000746,Hexham,29.71299648460045,21.9948580723018,58,Male,5,0.9474769830703735
Conservatives,2015,E14000746,Hexham,29.71299648460045,21.9948580723018,57,Female,,1.898529052734375
Conservatives,2015,E14000746,Hexham,29.71299648460045,21.9948580723018,71,Male,7,0.9474769830703735
Labour,2015,E14000754,Houghton and Sunderland South,34.2107077998207,18.44095538033609,25,Female,2,1.3890290260314941
Labour,2015,E14000754,Houghton and Sunderland South,34.2107077998207,18.44095538033609,72,Male,,0.47373801469802856
Labour,2015,E14000754,Houghton and Sunderland South,34.2107077998207,18.44095538033609,45,Male,1,1.1626900434494019
Labour,2015,E14000754,Houghton and Sunderland South,34.2107077998207,18.44095538033609,48,Female,3,0.4876689910888672
Labour,2015,E14000754,Houghton and Sunderland South,34.2107077998207,18.44095538033609,84,Female,5,0.7267919778823853
Labour,2015,E14000765,Jarrow,34.63007446552967,17.82969012731204,60,Male,3,0.47373801469802856
Labour,2015,E14000765,Jarrow,34.63007446552967,17.82969012731204,33,Female,5,1.3890290260314941
Labour,2015,E14000765,Jarrow,34.63007446552967,17.82969012731204,56,Female,3,1.4238970279693604
Conservatives,2015,E14000819,Middlesbrough,44.23693602514249,13.93703723432589,59,Female,8,0.47463300824165344
Conservatives,2015,E14000819,Middlesbrough,44.23693602514249,13.93703723432589,63,Male,8,0.47373801469802856
Conservatives,2015,E14000819,Middlesbrough,44.23693602514249,13.93703723432589,75,Female,5,1.453583002090454
Conservatives,2015,E14000819,Middlesbrough,44.23693602514249,13.93703723432589,81,Female,6,0.7267919778823853
Labour,2015,E14000819,Middlesbrough,44.23693602514249,13.93703723432589,71,Female,3,0.9492650032043457
Labour,2015,E14000833,Newcastle upon Tyne North,35.67963034270312,18.05159799768964,53,Male,7,1.7440340518951416
Labour,2015,E14000833,Newcastle upon Tyne North,35.67963034270312,18.05159799768964,40,Female,0,0.9753379821777344
Labour,2015,E14000833,Newcastle upon Tyne North,35.67963034270312,18.05159799768964,23,Male,1,0.7814159989356995
Labour,2015,E14000833,Newcastle upon Tyne North,35.67963034270312,18.05159799768964,70,Female,5,0.9492650032043457
Labour,2015,E14000944,South Shields,35.29661943762607,18.3245437091404,38,Female,4,0.4876689910888672
Labour,2015,E14000944,South Shields,35.29661943762607,18.3245437091404,57,Female,6,0.47463300824165344
Labour,2015,E14000982,Sunderland Central,37.40101116283726,17.19877859538469,40,Female,3,0.9753379821777344
Conservatives,2015,E14000982,Sunderland Central,37.40101116283726,17.19877859538469,20,Female,,2.2138240337371826
Conservatives,2015,E14000532,Altrincham and Sale West,34.68128500584941,17.18897205743806,39,Male,6,1.0190529823303223
Conservatives,2015,E14000532,Altrincham and Sale West,34.68128500584941,17.18897205743806,90,Male,6,0.9549869894981384
Conservatives,2015,E14000532,Altrincham and Sale West,34.68128500584941,17.18897205743806,71,Male,7,0.8304269909858704
Conservatives,2015,E14000532,Altrincham and Sale West,34.68128500584941,17.18897205743806,42,Male,7,1.0190529823303223
Labour,2015,E14000532,Altrincham and Sale West,34.68128500584941,17.18897205743806,45,Female,3,0.8548460006713867
Conservatives,2015,E14000532,Altrincham and Sale West,34.68128500584941,17.18897205743806,77,Male,8,0.4774929881095886
Labour,2015,E14000559,Birkenhead,38.46517597784233,15.69614267378234,33,Female,5,0.6087149977684021
Labour,2015,E14000559,Birkenhead,38.46517597784233,15.69614267378234,56,Female,4,0.42800000309944153
Labour,2015,E14000559,Birkenhead,38.46517597784233,15.69614267378234,58,Female,,0.42800000309944153
Conservatives,2015,E14000559,Birkenhead,38.46517597784233,15.69614267378234,27,Female,5,0.6087149977684021
Conservatives,2015,E14000559,Birkenhead,38.46517597784233,15.69614267378234,84,Female,8,1.2740099430084229
Conservatives,2015,E14000559,Birkenhead,38.46517597784233,15.69614267378234,64,Male,6,0.8304269909858704
Labour,2015,E14000559,Birkenhead,38.46517597784233,15.69614267378234,46,Female,5,0.8548460006713867
Labour,2015,E14000559,Birkenhead,38.46517597784233,15.69614267378234,20,Male,,2.680999994277954
Labour,2015,E14000559,Birkenhead,38.46517597784233,15.69614267378234,42,Male,,1.0190529823303223
Labour,2015,E14000559,Birkenhead,38.46517597784233,15.69614267378234,72,Female,6,0.42800000309944153
Labour,2015,E14000559,Birkenhead,38.46517597784233,15.69614267378234,43,Female,3,1.28226900100708
Conservatives,2015,E14000570,Blackburn,44.92754974544506,12.37248941685471,34,Male,4,1.1052039861679077
Labour,2015,E14000570,Blackburn,44.92754974544506,12.37248941685471,50,Male,5,2.547632932662964
Conservatives,2015,E14000570,Blackburn,44.92754974544506,12.37248941685471,32,Female,4,1.2174309492111206
Conservatives,2015,E14000570,Blackburn,44.92754974544506,12.37248941685471,43,Female,5,0.8548460006713867
Labour,2015,E14000570,Blackburn,44.92754974544506,12.37248941685471,32,Female,8,1.2174309492111206
Labour,2015,E14000570,Blackburn,44.92754974544506,12.37248941685471,26,Male,5,0.5526019930839539
Conservatives,2015,E14000570,Blackburn,44.92754974544506,12.37248941685471,51,Male,8,0.5095270276069641
Labour,2015,E14000570,Blackburn,44.92754974544506,12.37248941685471,21,Female,5,0.4850830137729645
Labour,2015,E14000570,Blackburn,44.92754974544506,12.37248941685471,22,Female,0,0.4850830137729645
Labour,2015,E14000570,Blackburn,44.92754974544506,12.37248941685471,40,Male,5,1.0190529823303223
Labour,2015,E14000570,Blackburn,44.92754974544506,12.37248941685471,44,Male,5,1.0190529823303223
Labour,2015,E14000579,Bolton South East,42.24399736601571,13.80876094626869,49,Male,3,0.5095270276069641
