"party","ame_diff"
"Conservative",-0.0104303036550272
"Conservative",0.0224010042128139
"Conservative",0.00343705920510605
"Conservative",0.0126798502808535
"Conservative",0.0100222166447589
"Conservative",0.0276462628207917
"Conservative",0.0270608394561663
"Conservative",-0.00571511104166995
"Conservative",0.00637864833178558
"Conservative",0.0191438488654329
"Conservative",0.0197310061374616
"Conservative",-0.00726544593525599
"Conservative",0.005534725921592
"Conservative",-0.0155681183059287
"Conservative",0.0230556616385197
"Conservative",-0.0166339153748503
"Conservative",0.0216915353840233
"Conservative",0.000332021594603058
"Conservative",-0.013052401058857
"Conservative",0.00195484648664608
"Conservative",0.0379181482806649
"Conservative",0.00809213427860883
"Conservative",0.0330557263170063
"Conservative",0.0229195287723888
"Conservative",0.0123546469664441
"Conservative",0.0334058507364532
"Conservative",0.0285439321015111
"Conservative",0.0277488528858038
"Conservative",0.0297098614457198
"Conservative",0.0169307967287468
"Conservative",0.048628311978715
"Conservative",-0.0101929502952241
"Conservative",0.0194664463045073
"Conservative",0.0133079364298662
"Conservative",-0.000419295602354174
"Conservative",0.0166801372366537
"Conservative",0.022405016371733
"Conservative",0.0252581492588881
"Conservative",0.00278249940376552
"Conservative",0.0155927838932576
"Conservative",-0.00254929314245568
"Conservative",0.0167899450780086
"Conservative",-0.00865047767353339
"Conservative",0.0246364248956314
"Conservative",0.0332322184905266
"Conservative",0.0418466097284065
"Conservative",-0.00450988691030078
"Conservative",0.0209842731585082
"Conservative",0.027423066643459
"Conservative",0.0239809763984549
"Conservative",0.00941677063105327
"Conservative",0.0208499552768712
"Conservative",-0.000471937856700392
"Conservative",0.0125247447089864
"Conservative",0.034602735990061
"Conservative",0.00456358735286082
"Conservative",0.0132671838822117
"Conservative",-0.00820023350373992
"Conservative",0.00102697314052448
"Conservative",0.00971835061778406
"Conservative",0.0166356659196537
"Conservative",-0.00173237404418102
"Conservative",0.00694102264376853
"Conservative",0.0390462967347907
"Conservative",0.000751362307232697
"Conservative",0.0290903672345877
"Conservative",-0.0116043339230004
"Conservative",0.0349359581002782
"Conservative",0.0159106091227339
"Conservative",-0.00157653261917729
"Conservative",0.0129337835687917
"Conservative",0.0384581827135399
"Conservative",0.00246569095756941
"Conservative",-0.00363392284700484
"Conservative",0.0038823481230189
"Conservative",0.0266378410818867
"Conservative",0.0411544996941337
"Conservative",-0.003235795138467
"Conservative",-0.00055703040098018
"Conservative",0.0305300034559103
"Conservative",0.00941022380187547
"Conservative",-0.00523971027212174
"Conservative",0.0236894775012479
"Conservative",0.00561288420818691
"Conservative",0.0052966793172398
"Conservative",0.0300663027542035
"Conservative",-0.002972862698427
"Conservative",-0.00683157016011401
"Conservative",-0.0179086925808036
"Conservative",0.0299614503085991
"Conservative",0.0260143824184371
"Conservative",-0.0126268047871616
"Conservative",0.00690376902664836
"Conservative",0.0363922788091531
"Conservative",0.0145775549265118
"Conservative",-0.00212151452693854
"Conservative",0.019650507113733
"Conservative",0.0386116671051474
"Conservative",0.0135167917999616
"Conservative",0.0043804871106309
"Conservative",-0.00300790403187082
"Conservative",8.15243598217281e-05
"Conservative",0.00827669077461973
"Conservative",-0.00734356804947555
"Conservative",0.0155346967173001
"Conservative",0.0155647052202098
"Conservative",0.00872564572779281
"Conservative",0.000371788558275814
"Conservative",0.0436324799237934
"Conservative",0.00747874912067536
"Conservative",-0.0180107393444659
"Conservative",-0.0026887824649798
"Conservative",0.000944393028176801
"Conservative",0.000744448802559179
"Conservative",0.0261282183635351
"Conservative",-0.0106701243515113
"Conservative",0.0296495760132789
"Conservative",0.0113073491878901
"Conservative",0.0283174354437958
"Conservative",0.0294788954927811
"Conservative",0.00957296615820196
"Conservative",-0.0111708445550317
"Conservative",0.0337239253773348
"Conservative",0.0330800405772744
"Conservative",0.00183343259750746
"Conservative",0.0225242766554447
"Conservative",0.0297884163276704
"Conservative",0.0205580009588122
"Conservative",0.00944691337195491
"Conservative",0.00856923886389126
"Conservative",-0.00525779673989499
"Conservative",-0.000517542672685895
"Conservative",0.0191107697063729
"Conservative",0.00476916171509067
"Conservative",0.0280539321883838
"Conservative",0.0108983032658376
"Conservative",-0.00716208610821183
"Conservative",0.0120363522484283
"Conservative",0.0189723461035955
"Conservative",4.15700894454839e-05
"Conservative",0.0179166918102938
"Conservative",-0.00273733762822643
"Conservative",0.0227755931692408
"Conservative",0.00075640917593202
"Conservative",0.000488128059703844
"Conservative",0.0166523607090756
"Conservative",0.0196102053213186
