"party","ame_diff"
"Labour",0.00907795453574385
"Conservative",0.00217852962436322
"Labour",0.000711446729325616
"Conservative",-0.00467094451541576
"Labour",0.00518157288617334
"Conservative",-0.00102208890863426
"Labour",0.000145757689540113
"Conservative",-0.00915521194152399
"Labour",0.00428419543076078
"Conservative",-0.00633863869287382
"Labour",-0.000181351600896061
"Conservative",0.00201175128402722
"Labour",0.00863429589533183
"Conservative",-0.00509724807068111
"Labour",0.00405939307225319
"Conservative",-0.00225465641845137
"Labour",0.00272314764382902
"Conservative",-0.000663726640493237
"Labour",0.0039516093256139
"Conservative",-0.00138464617993955
"Labour",0.00430876299822178
"Conservative",-0.00211593338199938
"Labour",0.00490204034221537
"Conservative",0.00426571945816587
"Labour",0.0051443203381715
"Conservative",-0.000477871916114868
"Labour",0.00460952509203093
"Conservative",0.00494649991268234
"Labour",0.00912261822403113
"Conservative",0.00745814977991538
"Labour",0.0089747435884554
"Conservative",-0.00465270287105668
"Labour",0.0102055688566385
"Conservative",-0.000411306153316252
"Labour",-0.0045319493972015
"Conservative",-0.000827128781929413
"Labour",-0.000973961883660221
"Conservative",-0.00541817429912996
"Labour",0.00830299033314611
"Conservative",-0.00568297329400095
"Labour",0.00235974037874407
"Conservative",-0.00943131622590046
"Labour",0.000808830755895674
"Conservative",-0.00627426631834838
"Labour",0.0180779679481234
"Conservative",-0.001672058675626
"Labour",0.0057907797250155
"Conservative",0.000724781336351308
"Labour",0.000484034037644373
"Conservative",-0.000953833447131804
"Labour",0.00153286822249119
"Conservative",-0.00051512987425226
"Labour",-0.00155030079374613
"Conservative",-0.00274992585283988
"Labour",0.00775876970761561
"Conservative",-0.00750583019998766
"Labour",-0.000723743965026557
"Conservative",-0.00565463960366167
"Labour",0.0127233715466714
"Conservative",-0.00187896347158964
"Labour",0.00820087038199008
"Conservative",0.00736994916846459
"Labour",0.00392004047290203
"Conservative",-0.00134005999602791
"Labour",0.00662965221005772
"Conservative",-0.00175133824618237
"Labour",0.00648948070704787
"Conservative",-0.0017399345785064
"Labour",0.00463924728199901
"Conservative",-0.00258097076779895
"Labour",0.0028438822195583
"Conservative",-0.00438628141207996
"Labour",0.00779426419349537
"Conservative",-0.00400834278766011
"Labour",0.00731482384153569
"Conservative",0.000906959068706536
"Labour",0.00146465959584108
"Conservative",0.00508013085780734
"Labour",0.000278201875125749
"Conservative",-0.00115159824462882
"Labour",-1.88045081333729e-06
"Conservative",0.00224379551735128
"Labour",0.00419934963677578
"Conservative",-0.00105904983914064
"Labour",-0.00174931613545364
"Conservative",-0.0040956857171111
"Labour",0.0087317650453068
"Conservative",0.00138736803038588
"Labour",0.0027763659394458
"Conservative",0.00534140442879042
"Labour",0.0102937744957023
"Conservative",-0.00040823316889245
"Labour",-0.00100577937230603
"Conservative",-0.0113689432504418
"Labour",-0.0010876979023617
"Conservative",0.000309970974531216
"Labour",0.00727663780776168
"Conservative",-0.00362073051096646
"Labour",0.00892868483749994
"Conservative",-0.00345385276999712
"Labour",0.00212753441371849
"Conservative",-0.00714415026355251
"Labour",0.0115932182248629
"Conservative",-0.00507369828578785
"Labour",-0.000720006007409276
"Conservative",0.0021981689592072
"Labour",5.59777343677819e-05
"Conservative",0.00126684968617946
"Labour",0.00435870230253142
"Conservative",-0.0056165927504023
"Labour",0.00511867566478838
"Conservative",0.000377476800914991
"Labour",0.0101593917156168
"Conservative",0.00390746263808016
"Labour",0.00471252019718009
"Conservative",0.000315289963409677
"Labour",0.00870742613005204
"Conservative",-0.000349176735392524
"Labour",0.00499420864300364
"Conservative",0.00569025106036278
"Labour",-0.00170271703701511
"Conservative",-0.00318856758466583
"Labour",0.00573401561487746
"Conservative",-0.00321459055555991
"Labour",0.00927742726208765
"Conservative",-0.00264946068216344
"Labour",0.00410307582175173
"Conservative",-0.00814707865048721
"Labour",-0.00117579400011683
"Conservative",0.00355247948316677
"Labour",0.0120023661650709
"Conservative",-0.00185270921353203
"Labour",0.00787200370903271
"Conservative",-0.00281567422704674
"Labour",0.00874006771284564
"Conservative",-0.00443292277519091
"Labour",0.00106394410728238
"Conservative",0.000517576331482988
"Labour",0.0092237041690689
"Conservative",0.0013215860580444
"Labour",0.00375065248135995
"Conservative",-0.00649557945508149
"Labour",0.0144344506044466
"Conservative",-0.00374109091049829
"Labour",0.00313849970689138
"Conservative",-0.00115637886606221
"Labour",0.0100986182964188
"Conservative",-0.00554512689556971
"Labour",-2.47556068474677e-05
"Conservative",-0.0069302275998926
"Labour",0.00297941527757961
"Conservative",0.00199504423895688
"Labour",0.000635108041053836
"Conservative",-0.00247695628227415
"Labour",0.0119204197961798
"Conservative",-0.0048881088609362
"Labour",0.00432482614652836
"Conservative",0.00129587582257014
"Labour",0.00890721623582185
"Conservative",-0.00555120945520725
"Labour",0.00585430963863332
"Conservative",-0.00353236869249588
"Labour",-0.00134491626072196
"Conservative",-0.00259594207880309
"Labour",0.00593093727475459
"Conservative",-0.00443862806246725
"Labour",0.00215436476931205
"Conservative",-0.00158299791116764
"Labour",0.00589979965629224
"Conservative",0.00460436628180724
"Labour",0.00396327915698408
"Conservative",-0.00423064281950086
"Labour",-0.000117981977151427
"Conservative",0.00222918171495036
"Labour",0.0135069360273902
"Conservative",-0.00688179503652685
"Labour",-0.000718282119103201
"Conservative",0.00432557898878216
"Labour",0.00793757425266584
"Conservative",-0.0047906979531188
"Labour",-0.00296134473444384
"Conservative",0.00151937713972837
"Labour",0.00275894553941031
"Conservative",0.00261500527985425
"Labour",0.0103716768888624
"Conservative",-0.00112169371312355
"Labour",0.0007398133666214
"Conservative",-0.00470010683267369
"Labour",0.00716479931801743
"Conservative",0.00974796677979397
"Labour",-0.00877098820699563
"Conservative",0.00353449578826944
"Labour",-0.00296070784407192
"Conservative",-0.00576258518285166
"Labour",-0.000769940623129067
"Conservative",-0.000523815207404027
"Labour",0.0060514424915452
"Conservative",-0.00539352186704425
"Labour",0.00218724448858076
"Conservative",-0.00120411164885305
"Labour",0.00444358551977425
"Conservative",0.00523685975418885
"Labour",0.00501840694265074
"Conservative",-0.000352406983245205
"Labour",0.00458271500062121
"Conservative",0.000918705092673243
"Labour",0.00597370210174373
"Conservative",-0.00428593345828409
"Labour",0.00284021052449956
"Conservative",-0.000770078532981561
"Labour",0.00882365107498748
"Conservative",-0.0035133802997209
"Labour",-0.00271240259415133
"Conservative",0.00178495083968214
"Labour",0.0132368343092786
"Conservative",-0.00118117414771974
"Labour",0.000579128147891901
"Conservative",0.000554874749125662
"Labour",0.00779402729178533
"Conservative",-0.0116296890533885
"Labour",-0.0042161261542775
"Conservative",0.00489673006234577
"Labour",0.00765015173123396
"Conservative",-0.00432706334486207
"Labour",0.0137720183342081
"Conservative",-0.00353956773786632
"Labour",0.00501733823417416
"Conservative",-0.000225105501322164
"Labour",-0.000832009498642812
"Conservative",-0.00121782510329354
"Labour",-0.000603758133198501
"Conservative",-0.00121410907276954
"Labour",0.000611443803106994
"Conservative",-0.0104594788167949
"Labour",0.00299041780447948
"Conservative",-0.00253356297919766
"Labour",0.0085274815422685
"Conservative",-0.00281084316827602
"Labour",0.00136912468923152
"Conservative",-0.00567651034047911
"Labour",0.00192160545245196
"Conservative",0.000128880560707892
"Labour",0.00515003547598285
"Conservative",0.00136309252232002
"Labour",-0.000790231086906874
"Conservative",0.00282300420777965
"Labour",0.00125200921715822
"Conservative",-0.0045010728064646
"Labour",0.0058260426930924
"Conservative",-0.00213804805372
"Labour",0.00334180289873152
"Conservative",0.0056007192639474
"Labour",-0.00156708309389493
"Conservative",-0.00577784419331502
"Labour",-0.000404669400042017
"Conservative",-0.0103739179642582
"Labour",0.010508000647188
"Conservative",0.00132805430532589
"Labour",-0.00310663372202157
"Conservative",-0.0046104488971882
"Labour",0.00937285680248584
"Conservative",-0.00675143246482123
"Labour",0.00668480595683239
"Conservative",0.00191570230216324
"Labour",0.00786574891688784
"Conservative",-0.00786187228451751
"Labour",-0.000173024712394982
"Conservative",0.000727495423068416
"Labour",-0.00250195169119209
"Conservative",0.00146847827839462
"Labour",0.00679628107359887
"Conservative",-0.0012392813809656
"Labour",0.00407471057000446
"Conservative",-0.00307847949526965
"Labour",0.00140979583357501
"Conservative",-0.00769211006495408
"Labour",-0.00250131903909083
"Conservative",0.00123257684882812
"Labour",0.000364118549338509
"Conservative",-0.00106985870675616
"Labour",-0.000287990257161254
"Conservative",-0.007105034403852
